"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled homeEngland, October to December 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
E09000002,Barking & Dagenham,,,171,,49,,1,0,3,0,6,,3,32,1,1,1,1,,6,66,8,5,4,,2,0,1,1,,5,0,0,5,,1,7,18
E09000003,Barnet,,,227,,80,,4,2,4,4,7,,0,52,0,2,0,5,,5,29,2,16,2,,0,0,0,0,,2,0,0,2,,1,1,89
E08000016,Barnsley,,,97,,36,,4,0,1,0,0,,1,28,0,0,1,1,,2,13,8,7,2,,2,1,1,0,,4,0,1,3,,16,3,4
E07000027,Barrow-in-Furness,,,30,,10,,1,1,0,0,0,,0,8,0,0,0,0,,3,6,6,1,1,,2,0,0,2,,0,0,0,0,,0,0,1
E07000066,Basildon,,,34,,13,,1,0,0,0,0,,0,6,0,0,2,4,,0,14,1,1,0,,0,0,0,0,,0,0,0,0,,0,0,5
E07000084,Basingstoke & Deane,,,46,,18,,1,0,3,0,1,,0,10,0,0,0,3,,5,10,3,2,0,,2,1,0,1,,3,1,1,1,,1,0,2
E07000171,Bassetlaw,,,42,,17,,2,0,0,1,0,,0,11,0,1,0,2,,2,3,4,1,1,,2,1,1,0,,3,0,1,2,,0,0,9
E06000022,Bath & North East Somerset,,,36,,12,,0,0,0,0,0,,0,11,0,0,1,0,,2,16,1,0,0,,2,0,0,2,,2,0,1,1,,0,0,1
E06000055,Bedford,,,118,,65,,2,0,2,0,5,,0,50,1,0,0,5,,2,26,1,3,3,,4,2,0,2,,6,1,3,2,,1,0,7
E09000004,Bexley,,,89,,41,,0,0,3,1,3,,1,32,0,0,0,1,,0,29,2,2,5,,4,4,0,0,,0,0,0,0,,1,0,5
E08000025,Birmingham,,,326,,81,,1,0,1,0,4,,0,46,5,0,0,24,,19,76,3,5,8,,23,19,0,4,,24,0,5,19,,2,4,81
E07000129,Blaby,,,43,,12,,1,0,1,0,0,,1,8,0,0,0,1,,0,11,0,4,0,,0,0,0,0,,1,0,0,1,,0,0,15
E06000008,Blackburn with Darwen,,,182,,31,,1,0,0,0,1,,0,19,0,1,0,9,,9,66,22,16,4,,2,0,0,2,,11,0,3,8,,2,5,14
E06000009,Blackpool,,,141,,85,,14,0,5,0,8,,9,38,0,2,3,6,,7,9,5,4,2,,2,0,1,1,,2,0,2,0,,4,0,21
E07000033,Bolsover,,,49,,30,,1,0,0,0,3,,0,26,0,0,0,0,,0,11,2,3,0,,1,1,0,0,,0,0,0,0,,0,0,2
