"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled homeEngland, January to March 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
E08000011,Knowsley,,,241,,42,,5,0,0,0,5,,0,28,0,0,0,4,,4,107,24,24,5,,6,2,0,4,,0,0,0,0,,1,1,27
E09000022,Lambeth,,,376,,143,,20,35,1,25,4,,1,22,12,0,0,23,,7,101,7,39,1,,35,33,1,1,,6,0,1,5,,0,1,36
E07000121,Lancaster,,,59,,19,,1,0,0,0,1,,1,14,1,1,0,0,,0,23,3,5,0,,0,0,0,0,,1,0,1,0,,0,1,7
E08000035,Leeds,,,1197,,222,,9,3,12,1,13,,6,140,12,4,15,7,,9,511,106,152,50,,17,5,3,9,,36,0,3,33,,17,39,38
E06000016,Leicester,,,309,,83,,5,3,2,0,3,,1,59,1,1,0,8,,1,116,9,32,13,,4,2,0,2,,3,0,1,2,,1,14,33
E07000063,Lewes,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E09000023,Lewisham,,,404,,57,,1,2,3,2,2,,1,28,0,0,1,17,,14,181,19,25,5,,5,1,0,4,,6,0,4,2,,1,3,88
E07000194,Lichfield,,,20,,1,,0,0,0,0,0,,0,1,0,0,0,0,,3,0,2,5,1,,3,0,0,3,,0,0,0,0,,0,0,5
E07000138,Lincoln,,,50,,11,,0,0,1,0,0,,1,7,0,0,1,1,,0,14,2,1,1,,0,0,0,0,,14,0,0,14,,0,0,7
E08000012,Liverpool,,,70,,36,,4,0,2,0,4,,2,23,1,0,0,0,,0,8,1,4,3,,0,0,0,0,,1,0,1,0,,1,7,9
E06000032,Luton,,,81,,22,,3,0,1,0,1,,0,15,0,0,0,2,,3,31,3,0,0,,7,4,0,3,,9,1,1,7,,0,1,5
E07000110,Maidstone,,,138,,18,,1,2,1,0,2,,0,10,0,0,0,2,,11,41,10,13,3,,20,15,0,5,,6,0,1,5,,5,0,11
E07000074,Maldon,,,38,,5,,0,0,0,0,0,,0,2,0,0,0,3,,0,12,3,0,0,,1,1,0,0,,0,0,0,0,,0,0,17
E07000235,Malvern Hills,,,14,,3,,1,0,0,0,0,,0,1,0,0,0,1,,0,5,1,1,0,,0,0,0,0,,1,0,0,1,,0,0,3
E08000003,Manchester,,,611,,146,,3,0,0,3,5,,0,100,2,1,2,30,,12,213,27,43,13,,13,2,0,11,,11,3,3,5,,9,36,88
E07000174,Mansfield,,,14,,5,,0,0,0,0,1,,0,3,0,0,0,1,,0,5,1,1,0,,0,0,0,0,,1,0,0,1,,0,0,1
E06000035,Medway Towns,,,185,,47,,7,1,2,0,8,,2,20,1,1,0,5,,1,79,4,5,4,,14,13,0,1,,2,0,1,1,,3,1,25
E07000133,Melton,,,16,,7,,0,0,0,0,0,,0,7,0,0,0,0,,0,5,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000187,Mendip,,,73,,20,,2,0,0,0,0,,1,11,1,0,1,4,,5,20,5,2,0,,7,5,1,1,,1,0,1,0,,1,0,12
E09000024,Merton,,,116,,27,,3,0,0,0,0,,0,16,0,1,0,7,,4,59,1,7,1,,3,2,0,1,,3,0,3,0,,0,2,9
E07000042,Mid Devon,,,33,,9,,0,0,1,0,0,,0,5,2,0,0,1,,1,10,4,1,0,,0,0,0,0,,0,0,0,0,,0,0,8
E07000203,Mid Suffolk,,,51,,10,,0,0,2,0,1,,0,5,0,0,0,2,,2,15,8,6,0,,2,1,0,1,,0,0,0,0,,0,0,8
E07000228,Mid Sussex,,,59,,18,,6,0,1,1,0,,0,7,0,0,0,3,,1,7,5,3,2,,21,20,0,1,,0,0,0,0,,0,0,2
E06000002,Middlesbrough,,,105,,5,,2,0,1,0,0,,0,0,0,0,0,2,,0,40,5,27,0,,0,0,0,0,,2,0,2,0,,8,5,13
E06000042,Milton Keynes,,,158,,37,,2,0,1,0,3,,0,22,0,1,0,8,,9,54,13,8,4,,10,3,1,6,,8,2,0,6,,0,0,15
E07000210,Mole Valley,,,43,,12,,0,0,1,0,2,,1,3,1,1,0,3,,1,13,3,3,3,,4,3,0,1,,0,0,0,0,,0,0,4
E07000091,New Forest,,,127,,26,,0,0,0,0,2,,0,19,0,0,0,5,,1,48,14,12,3,,1,1,0,0,,0,0,0,0,,3,0,19
E07000175,Newark & Sherwood,,,38,,6,,0,0,0,0,0,,0,4,0,0,1,1,,0,14,7,6,0,,3,1,1,1,,0,0,0,0,,0,0,2
E08000021,Newcastle on Tyne,,,110,,31,,6,0,2,0,0,,1,18,0,2,0,2,,4,35,11,3,2,,1,1,0,0,,4,0,0,4,,3,5,11
E07000195,Newcastle under Lyme,,,37,,7,,1,0,0,0,2,,0,4,0,0,0,0,,1,8,4,4,0,,0,0,0,0,,0,0,0,0,,4,0,9
E09000025,Newham,,,219,,13,,0,1,0,0,0,,1,5,1,2,0,3,,7,98,6,26,8,,0,0,0,0,,3,0,0,3,,12,3,43
E07000043,North Devon,,,186,,48,,6,0,1,0,1,,1,34,0,0,0,5,,10,34,16,9,7,,2,0,2,0,,10,0,8,2,,4,0,46
E07000038,North East Derbyshire,,,53,,7,,1,0,0,0,2,,0,4,0,0,0,0,,7,15,11,6,1,,1,1,0,0,,0,0,0,0,,1,0,4
E06000012,North East Lincolnshire,,,117,,31,,4,0,1,0,6,,2,14,0,0,0,4,,2,26,15,8,3,,4,3,0,1,,3,1,2,0,,0,2,23
E07000099,North Hertfordshire,,,64,,10,,0,0,1,0,2,,0,7,0,0,0,0,,3,14,5,4,0,,18,18,0,0,,0,0,0,0,,0,0,10
E07000139,North Kesteven,,,73,,11,,0,0,0,0,1,,0,7,0,0,0,3,,0,7,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,54
E06000013,North Lincolnshire,,,68,,11,,0,0,0,0,0,,0,9,0,1,0,1,,0,16,16,7,0,,2,1,1,0,,1,0,1,0,,0,0,15
E07000147,North Norfolk,,,20,,7,,1,0,0,0,0,,0,6,0,0,0,0,,1,5,2,1,1,,1,1,0,0,,0,0,0,0,,0,0,2
E06000024,North Somerset,,,166,,47,,3,0,4,2,0,,1,29,1,0,0,7,,8,58,5,20,3,,8,2,2,4,,3,0,3,0,,4,0,10
E08000022,North Tyneside,,,107,,12,,0,0,0,1,1,,0,7,1,0,1,1,,8,31,20,7,2,,1,1,0,0,,6,0,3,3,,2,6,12
E07000218,North Warwickshire,,,19,,2,,0,0,0,0,1,,0,1,0,0,0,0,,0,9,2,3,1,,1,1,0,0,,0,0,0,0,,0,0,1
E07000134,North West Leicestershire,,,36,,5,,1,0,1,0,0,,0,2,0,0,0,1,,1,12,4,6,1,,1,0,1,0,,0,0,0,0,,1,0,5
E07000154,Northampton,,,164,,28,,4,0,6,2,4,,0,8,0,0,0,4,,6,51,3,6,0,,16,15,0,1,,4,0,1,3,,35,0,15
E06000057,Northumberland,,,92,,13,,0,0,1,1,0,,0,9,0,2,0,0,,0,37,14,11,1,,4,1,1,2,,2,0,2,0,,0,0,10
E07000148,Norwich,,,112,,17,,2,0,1,0,1,,1,7,1,0,0,4,,12,34,8,14,1,,5,3,0,2,,10,1,1,8,,1,2,8
E06000018,Nottingham,,,250,,68,,2,1,2,1,2,,0,30,2,0,1,27,,3,55,5,27,1,,4,2,0,2,,10,0,8,2,,6,16,55
E07000219,Nuneaton & Bedworth,,,83,,20,,0,0,0,0,1,,0,12,1,0,3,3,,2,25,10,5,4,,6,3,0,3,,1,0,1,0,,2,0,8
E07000135,Oadby & Wigston,,,9,,4,,1,0,0,0,1,,0,2,0,0,0,0,,0,2,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000004,Oldham,,,192,,16,,1,0,0,0,1,,0,11,0,0,0,3,,6,77,20,19,9,,0,0,0,0,,1,0,1,0,,9,6,29
E07000178,Oxford,,,67,,17,,0,0,2,1,0,,0,9,0,1,0,4,,8,22,7,3,0,,0,0,0,0,,5,1,2,2,,2,0,3
E07000122,Pendle,,,28,,3,,0,0,0,0,0,,0,3,0,0,0,0,,0,7,2,1,0,,1,0,0,1,,0,0,0,0,,2,0,12
E06000031,Peterborough,,,81,,13,,1,0,0,0,0,,0,6,0,0,0,6,,3,17,6,16,0,,7,5,1,1,,5,0,3,2,,4,0,10
E06000026,Plymouth,,,147,,54,,3,0,1,0,4,,0,36,0,0,0,10,,4,28,7,8,4,,0,0,0,0,,1,0,1,0,,1,0,40
E06000044,Portsmouth,,,170,,66,,3,0,3,0,1,,10,42,1,0,4,2,,12,56,12,3,0,,3,1,2,0,,6,0,4,2,,2,2,8
E07000123,Preston,,,103,,20,,1,0,1,0,1,,1,12,0,1,1,2,,1,34,9,9,3,,2,0,2,0,,3,0,0,3,,1,3,18
E06000038,Reading,,,55,,9,,1,0,0,0,1,,1,6,0,0,0,0,,1,19,4,2,1,,0,0,0,0,,0,0,0,0,,0,0,19
E09000026,Redbridge,,,63,,23,,1,0,1,0,0,,0,20,1,0,0,0,,1,24,4,4,0,,0,0,0,0,,0,0,0,0,,0,3,4
E06000003,Redcar & Cleveland,,,125,,21,,2,0,0,0,1,,0,16,0,0,0,2,,0,25,9,16,4,,42,39,1,2,,0,0,0,0,,3,1,4
E07000236,Redditch,,,30,,11,,0,0,2,0,0,,0,6,0,0,0,3,,0,7,1,2,0,,0,0,0,0,,0,0,0,0,,0,0,9
E07000211,Reigate & Banstead,,,79,,18,,0,0,0,0,1,,0,15,1,0,0,1,,3,31,6,9,1,,3,0,2,1,,2,0,2,0,,0,0,6
E07000124,Ribble Valley,,,5,,0,,0,0,0,0,0,,0,0,0,0,0,0,,1,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,3
E09000027,Richmond upon Thames,,,28,,5,,0,0,0,0,0,,0,3,0,0,0,2,,3,14,0,2,0,,0,0,0,0,,0,0,0,0,,0,0,4
E07000166,Richmondshire,,,10,,3,,0,0,0,0,0,,0,2,0,0,0,1,,0,5,1,0,0,,0,0,0,0,,1,0,1,0,,0,0,0
E08000005,Rochdale,,,127,,13,,1,0,1,0,0,,0,11,0,0,0,0,,1,63,3,22,1,,1,0,0,1,,2,1,0,1,,3,6,12
E07000075,Rochford,,,24,,6,,0,0,0,1,0,,0,5,0,0,0,0,,0,7,2,4,0,,0,0,0,0,,1,0,0,1,,0,0,4
E07000125,Rossendale,,,118,,14,,0,1,0,1,1,,0,9,1,0,0,1,,1,32,11,11,1,,31,30,1,0,,1,0,1,0,,2,1,13
E07000064,Rother,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000018,Rotherham,,,147,,48,,1,0,0,0,4,,1,37,0,1,2,2,,1,45,10,12,1,,4,4,0,0,,4,0,4,0,,10,3,9
E07000220,Rugby,,,17,,5,,1,0,0,0,1,,0,3,0,0,0,0,,0,3,1,2,0,,3,1,0,2,,0,0,0,0,,0,0,3
E07000212,Runnymede,,,22,,4,,0,0,0,0,0,,0,4,0,0,0,0,,0,9,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,6
E07000176,Rushcliffe,,,44,,12,,0,0,2,0,0,,0,9,0,0,0,1,,0,12,7,1,6,,1,0,0,1,,0,0,0,0,,0,0,5
E07000092,Rushmoor,,,66,,29,,1,0,0,0,3,,1,21,0,0,3,0,,3,7,5,8,1,,4,2,1,1,,4,0,2,2,,0,0,5
E06000017,Rutland,,,10,,2,,0,0,0,0,0,,0,1,0,0,0,1,,0,7,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000167,Ryedale,,,35,,8,,1,0,0,0,0,,0,5,0,0,0,2,,2,7,3,2,0,,1,1,0,0,,1,0,1,0,,0,0,11
E08000006,Salford,,,171,,40,,0,0,1,0,1,,1,34,1,0,0,2,,1,23,4,0,1,,69,69,0,0,,9,0,1,8,,0,0,24
E08000028,Sandwell,,,178,,36,,0,0,1,0,1,,0,31,0,0,0,3,,0,71,12,12,1,,2,1,0,1,,1,0,0,1,,3,18,22
E07000168,Scarborough,,,92,,44,,3,0,2,0,4,,2,30,1,0,1,1,,0,32,7,2,1,,1,1,0,0,,0,0,0,0,,0,0,5
E07000188,Sedgemoor,,,80,,22,,1,0,0,0,0,,1,17,0,0,1,2,,0,27,7,4,2,,2,0,1,1,,2,1,1,0,,0,0,14
E08000014,Sefton,,,60,,10,,0,0,1,0,1,,0,5,0,0,0,3,,0,14,6,5,0,,0,0,0,0,,1,0,1,0,,2,4,18
E07000169,Selby,,,24,,6,,0,0,0,0,1,,1,2,0,0,0,2,,0,3,4,3,0,,3,0,1,2,,0,0,0,0,,0,0,5
E07000111,Sevenoaks,,,34,,3,,0,1,0,0,0,,0,1,0,0,0,1,,1,15,2,3,0,,0,0,0,0,,0,0,0,0,,0,0,10
E08000019,Sheffield,,,81,,16,,1,0,0,1,0,,0,6,0,0,0,8,,1,29,1,14,4,,0,0,0,0,,1,1,0,0,,0,0,15
E06000051,Shropshire,,,56,,13,,0,0,1,0,0,,0,12,0,0,0,0,,0,8,6,3,3,,3,1,0,2,,0,0,0,0,,0,0,20
E06000039,Slough,,,129,,15,,0,0,0,0,0,,4,10,0,0,0,1,,15,51,3,14,0,,1,0,0,1,,0,0,0,0,,2,0,28
E08000029,Solihull,,,89,,15,,0,0,2,1,1,,0,11,0,0,0,0,,0,34,7,14,3,,0,0,0,0,,2,0,1,1,,0,1,13
E07000246,Somerset West and Taunton,,,32,,9,,0,0,0,0,0,,0,8,0,0,0,1,,1,10,3,1,1,,0,0,0,0,,0,0,0,0,,0,0,7
E07000012,South Cambridgeshire,,,71,,18,,0,0,0,0,2,,0,15,0,0,0,1,,6,16,7,10,2,,0,0,0,0,,1,0,0,1,,0,0,11
E07000039,South Derbyshire,,,33,,7,,0,0,1,0,0,,0,6,0,0,0,0,,0,7,4,4,3,,1,1,0,0,,1,0,1,0,,0,0,6
E06000025,South Gloucestershire,,,155,,37,,3,0,2,0,2,,2,24,1,0,2,1,,6,54,15,8,3,,14,9,1,4,,2,0,2,0,,4,1,11
E07000044,South Hams,,,59,,14,,0,0,0,0,1,,0,10,0,0,0,3,,2,8,7,3,1,,4,2,0,2,,0,0,0,0,,0,0,20
E07000140,South Holland,,,19,,5,,0,0,0,0,0,,0,5,0,0,0,0,,0,9,3,1,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000141,South Kesteven,,,55,,13,,0,1,0,1,1,,0,8,2,0,0,0,,1,10,7,12,0,,1,0,1,0,,0,0,0,0,,1,0,10
E07000031,South Lakeland,,,109,,3,,0,1,0,0,0,,0,2,0,0,0,0,,1,3,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,101
E07000149,South Norfolk,,,12,,3,,1,0,0,0,0,,0,2,0,0,0,0,,0,6,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,2
E07000155,South Northamptonshire,,,28,,6,,0,0,0,0,0,,0,6,0,0,0,0,,0,13,2,0,0,,0,0,0,0,,0,0,0,0,,1,0,6
E07000179,South Oxfordshire,,,81,,13,,0,0,0,0,2,,1,7,0,1,0,2,,5,26,15,12,1,,2,2,0,0,,0,0,0,0,,2,0,5
E07000126,South Ribble,,,91,,24,,2,0,2,1,7,,0,11,0,0,0,1,,1,18,7,18,1,,12,11,0,1,,2,0,1,1,,0,2,6
E07000189,South Somerset,,,68,,30,,0,0,1,1,2,,0,18,1,0,0,7,,2,7,9,2,2,,0,0,0,0,,0,0,0,0,,0,0,16
E07000196,South Staffordshire,,,14,,8,,2,0,0,0,0,,0,6,0,0,0,0,,0,2,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000023,South Tyneside,,,120,,24,,2,0,0,1,3,,1,16,1,0,0,0,,1,18,11,21,8,,4,1,1,2,,19,1,3,15,,3,3,8
E06000045,Southampton,,,69,,13,,1,0,1,2,0,,1,6,0,0,0,2,,1,26,0,5,2,,1,1,0,0,,1,1,0,0,,0,0,20
E06000033,Southend-on-Sea,,,162,,40,,2,0,0,0,3,,1,27,1,0,3,3,,7,67,7,8,2,,4,0,0,4,,1,0,0,1,,2,0,24
E09000028,Southwark,,,333,,98,,8,2,3,0,6,,5,25,10,1,0,38,,32,28,6,6,4,,103,81,0,22,,2,0,0,2,,0,0,54
E07000213,Spelthorne,,,50,,14,,0,0,0,1,3,,0,8,0,1,0,1,,1,18,3,3,1,,3,2,0,1,,1,0,0,1,,0,0,6
E07000240,St Albans,,,26,,8,,1,0,0,0,0,,0,7,0,0,0,0,,0,8,1,4,0,,0,0,0,0,,1,0,1,0,,0,0,4
E08000013,St Helens,,,101,,12,,1,0,0,0,0,,0,8,0,0,0,3,,1,47,7,3,1,,1,0,0,1,,0,0,0,0,,1,0,28
E07000197,Stafford,,,11,,1,,0,0,0,0,0,,0,1,0,0,0,0,,3,5,0,0,0,,1,1,0,0,,1,0,0,1,,0,0,0
E07000198,Staffordshire Moorlands,,,40,,9,,0,0,0,0,0,,0,9,0,0,0,0,,4,10,4,11,1,,0,0,0,0,,1,0,1,0,,0,0,0
E07000243,Stevenage,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000007,Stockport,,,179,,36,,0,0,0,1,5,,1,22,1,0,0,6,,2,83,9,12,1,,1,0,0,1,,0,0,0,0,,5,1,29
E06000004,Stockton-on-Tees,,,421,,80,,4,0,15,8,23,,2,16,3,4,0,5,,0,132,47,44,22,,22,16,2,4,,3,0,2,1,,2,6,63
E06000021,Stoke-on-Trent,,,138,,37,,1,0,0,3,0,,0,29,1,0,0,3,,1,22,17,22,5,,0,0,0,0,,1,0,0,1,,0,3,30
E07000221,Stratford-on-Avon,,,69,,16,,1,0,0,0,3,,0,9,0,1,0,2,,0,15,4,8,1,,7,7,0,0,,0,0,0,0,,1,0,17
E07000082,Stroud,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000024,Sunderland,,,99,,7,,0,0,0,0,1,,0,3,0,0,0,3,,0,22,9,10,4,,3,1,2,0,,7,1,3,3,,3,1,33
E07000214,Surrey Heath,,,10,,4,,0,0,1,0,1,,0,1,0,0,0,1,,2,3,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E09000029,Sutton,,,99,,21,,1,0,0,0,1,,3,13,0,0,1,2,,0,46,8,9,1,,4,2,2,0,,0,0,0,0,,0,0,10
E07000113,Swale,,,98,,17,,2,0,1,1,3,,0,8,0,0,0,2,,1,30,11,9,1,,4,4,0,0,,0,0,0,0,,3,0,22
E06000030,Swindon,,,55,,9,,0,0,1,0,0,,0,7,0,0,0,1,,0,8,0,3,1,,2,1,0,1,,0,0,0,0,,2,0,30
E08000008,Tameside,,,93,,22,,0,0,1,0,1,,0,12,1,1,1,5,,1,31,13,5,0,,7,3,1,3,,2,0,1,1,,1,2,9
E07000199,Tamworth,,,28,,8,,0,0,3,0,0,,0,4,0,0,0,1,,0,7,5,2,1,,0,0,0,0,,2,0,1,1,,0,0,3
E07000215,Tandridge,,,44,,20,,0,0,0,0,0,,0,18,1,0,0,1,,1,12,2,5,0,,0,0,0,0,,1,0,1,0,,0,0,3
E07000045,Teignbridge,,,159,,42,,13,0,6,3,3,,0,15,1,0,1,0,,5,19,18,6,4,,26,22,3,1,,1,0,1,0,,0,0,38
E06000020,Telford & Wrekin,,,111,,4,,0,0,0,0,0,,0,0,0,0,0,4,,2,38,15,8,2,,1,1,0,0,,3,0,1,2,,3,0,35
E07000076,Tendring,,,84,,33,,6,0,1,1,2,,2,19,0,0,2,0,,5,26,6,5,3,,2,2,0,0,,0,0,0,0,,0,0,4
E07000093,Test Valley,,,81,,22,,1,0,1,0,0,,0,20,0,0,0,0,,5,21,15,5,1,,2,1,1,0,,1,0,1,0,,1,0,8
E07000083,Tewkesbury,,,51,,6,,0,0,0,0,0,,0,6,0,0,0,0,,2,23,6,5,1,,1,1,0,0,,0,0,0,0,,0,0,7
E07000114,Thanet,,,187,,84,,19,0,15,5,8,,5,30,0,0,0,2,,1,43,4,2,0,,21,20,0,1,,2,0,1,1,,0,0,30
E07000102,Three Rivers,,,68,,12,,1,0,1,0,1,,0,7,0,0,0,2,,0,41,5,1,2,,0,0,0,0,,0,0,0,0,,0,0,7
E06000034,Thurrock,,,62,,12,,3,0,0,1,0,,0,6,0,0,0,2,,5,29,3,4,2,,0,0,0,0,,1,0,0,1,,1,1,4
E07000115,Tonbridge & Malling,,,20,,4,,0,0,0,0,0,,0,4,0,0,0,0,,0,8,2,2,0,,1,0,0,1,,0,0,0,0,,0,0,3
E06000027,Torbay,,,68,,32,,0,0,2,0,4,,1,19,2,0,0,4,,1,6,3,5,1,,5,3,0,2,,1,0,0,1,,0,0,14
E07000046,Torridge,,,60,,20,,3,0,2,0,0,,0,10,0,0,0,5,,2,13,8,7,0,,3,3,0,0,,0,0,0,0,,0,0,7
E09000030,Tower Hamlets,,,218,,14,,1,0,0,0,1,,0,8,0,0,1,3,,6,96,10,20,0,,34,30,0,4,,1,0,0,1,,0,1,36
E08000009,Trafford,,,133,,17,,0,0,0,0,3,,0,12,0,2,0,0,,2,66,5,8,1,,5,3,0,2,,4,0,1,3,,13,5,7
E07000116,Tunbridge Wells,,,97,,23,,1,0,0,0,4,,1,13,1,0,1,2,,0,35,11,6,0,,1,0,0,1,,1,0,0,1,,2,0,18
E07000077,Uttlesford,,,14,,5,,0,0,0,0,0,,1,3,0,0,0,1,,1,2,0,2,0,,0,0,0,0,,0,0,0,0,,1,0,3
E07000180,Vale of White Horse,,,94,,16,,0,0,2,1,1,,1,8,0,1,0,2,,6,24,17,14,0,,2,2,0,0,,4,1,2,1,,1,0,10
E08000036,Wakefield,,,251,,41,,7,0,1,2,1,,1,8,1,1,17,2,,2,77,35,36,11,,13,2,2,9,,16,1,11,4,,5,2,13
E08000030,Walsall,,,119,,8,,0,0,0,1,0,,1,4,1,0,0,1,,0,35,7,24,4,,0,0,0,0,,5,0,3,2,,1,4,31
E09000031,Waltham Forest,,,214,,34,,2,1,1,0,1,,0,18,0,1,1,9,,5,106,5,10,6,,3,0,0,3,,5,0,3,2,,2,3,35
E09000032,Wandsworth,,,59,,16,,1,0,0,0,0,,0,8,0,0,0,7,,1,18,2,4,1,,0,0,0,0,,0,0,0,0,,0,0,17
E06000007,Warrington,,,286,,38,,1,0,2,0,1,,1,28,0,0,0,5,,12,88,22,66,2,,4,3,0,1,,9,1,1,7,,3,1,41
E07000222,Warwick,,,20,,3,,0,0,0,0,0,,0,3,0,0,0,0,,1,1,1,5,2,,0,0,0,0,,0,0,0,0,,1,0,6
E07000103,Watford,,,33,,8,,1,0,1,0,0,,0,5,0,0,0,1,,0,16,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,6
E07000216,Waverley,,,34,,7,,1,0,0,0,1,,0,4,0,0,0,1,,0,12,2,7,0,,1,1,0,0,,1,0,0,1,,0,0,4
E07000065,Wealden,,,60,,18,,1,0,0,0,0,,0,14,0,0,0,3,,3,9,6,7,4,,2,2,0,0,,1,1,0,0,,1,0,9
E07000156,Wellingborough,,,61,,7,,0,0,2,0,1,,0,3,0,0,0,1,,0,35,6,6,1,,0,0,0,0,,1,0,0,1,,1,0,4
E07000241,Welwyn Hatfield,,,133,,13,,1,0,0,0,0,,0,10,0,0,0,2,,4,46,23,7,2,,4,1,0,3,,8,2,1,5,,4,0,22
E06000037,West Berkshire,,,55,,19,,1,1,1,0,3,,0,7,0,0,0,6,,5,11,2,6,1,,2,2,0,0,,1,0,0,1,,0,0,8
E07000047,West Devon,,,38,,10,,1,0,0,0,0,,0,6,0,0,0,3,,0,4,4,2,1,,6,3,0,3,,0,0,0,0,,0,0,11
E07000127,West Lancashire,,,10,,5,,1,0,0,0,0,,0,2,1,0,0,1,,0,2,0,0,0,,1,1,0,0,,0,0,0,0,,0,0,2
E07000142,West Lindsey,,,77,,15,,1,0,0,1,0,,1,7,2,0,3,0,,0,20,9,11,3,,4,3,1,0,,3,0,0,3,,0,0,12
E07000181,West Oxfordshire,,,22,,2,,0,0,0,0,0,,0,2,0,0,0,0,,3,8,5,0,0,,0,0,0,0,,0,0,0,0,,0,0,4
E07000245,West Suffolk,,,60,,13,,0,0,2,0,2,,0,6,0,0,0,3,,2,8,3,6,3,,6,6,0,0,,0,0,0,0,,0,0,19
E09000033,Westminster,,,84,,61,,1,1,2,3,0,,1,52,0,0,0,1,,1,11,2,0,1,,2,0,1,1,,3,0,1,2,,0,0,3
E08000010,Wigan,,,188,,29,,1,0,0,0,0,,1,20,2,0,0,5,,5,54,15,30,4,,1,0,0,1,,7,1,5,1,,0,10,33
E06000054,Wiltshire,,,294,,73,,3,0,1,0,4,,2,51,0,0,1,11,,13,92,24,28,1,,8,4,0,4,,14,1,10,3,,0,0,41
E07000094,Winchester,,,38,,9,,0,0,0,0,1,,0,7,0,0,0,1,,3,10,5,0,1,,1,0,0,1,,1,0,0,1,,1,0,7
E06000040,Windsor & Maidenhead,,,56,,8,,1,0,1,0,0,,0,6,0,0,0,0,,1,20,4,7,4,,1,0,0,1,,1,0,1,0,,0,0,10
E08000015,Wirral,,,52,,18,,1,0,0,0,1,,1,14,1,0,0,0,,0,13,4,5,1,,2,0,2,0,,2,0,0,2,,0,0,7
E07000217,Woking,,,57,,11,,0,0,0,0,1,,0,4,0,0,0,6,,3,13,0,7,0,,0,0,0,0,,1,0,0,1,,0,0,22
E06000041,Wokingham,,,36,,14,,0,0,0,1,1,,0,11,0,1,0,0,,3,10,1,3,1,,1,1,0,0,,0,0,0,0,,0,0,3
E08000031,Wolverhampton,,,231,,50,,1,0,0,1,2,,1,38,0,1,0,6,,5,83,24,9,6,,22,20,1,1,,5,1,0,4,,1,7,19
E07000237,Worcester,,,80,,22,,0,0,0,0,0,,0,15,0,0,0,7,,2,37,5,3,3,,0,0,0,0,,0,0,0,0,,1,0,7
E07000229,Worthing,,,48,,24,,1,0,0,0,2,,1,14,0,0,2,4,,3,9,1,5,0,,2,1,0,1,,3,1,0,2,,0,0,1
E07000238,Wychavon,,,37,,6,,1,0,0,0,0,,0,4,0,0,0,1,,0,10,3,2,1,,2,1,0,1,,1,0,0,1,,0,0,12
E07000128,Wyre,,,89,,13,,0,0,0,0,0,,1,9,1,0,0,2,,6,23,12,12,2,,1,0,0,1,,0,0,0,0,,0,0,20
E07000239,Wyre Forest,,,53,,19,,0,0,0,2,0,,1,13,0,0,0,3,,2,11,6,6,0,,0,0,0,0,,0,0,0,0,,2,0,7
E06000014,York,,,153,,24,,2,0,0,0,2,,0,11,0,0,0,9,,5,72,14,2,2,,1,1,0,0,,3,0,3,0,,6,0,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"The outcome of the assessment whether the applicant is homeless or threatened with homelessness and what, if any, duty is owed to them by the local authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
