,,,,Total owed a prevention duty1,,"End of assured shorthold (AST) private rented tenancy, due to..",,,,,,,,,,,,,,,End of non-AST private rented tenancy,Family or friends no longer willing or able to accommodate,Non-violent relationship breakdown with partner,Domestic abuse,Other violence or harrassment,,"End of social rented tenancy, due to..",,,,,"Eviction from supported housing, due to..",,,,,Left institution with no accommodation available,Required to leave accommodation provided by Home Office as asylum support,Other reasons / not known5
,,,,,,Total end of AST,,Of which:,,,,,,,,,,,,,,,,,,,Total end of social rented tenancy,Of which:,,,,Total evicted from supported housing,Of which:,,,,,,
,,,,,,,,"Rent arrears, due to..",,,,,,"Breach of tenancy, not related to rent arrears",Landlord wishing to sell or re-let the property,Tenant complained to the council / agent / landlord about disrepair,Illegal eviction ,Tenant abandoned property,Other reasons / not known,,,,,,,,,Rent arrears2,"Breach of tenancy, not related to rent arrears",Other reasons / not known3,,,Rent arrears,"Breach of tenancy or licence, not related to rent arrears",Other reasons / not known4,,,,
,,,,,,,,Tenant difficulty budgeting or making other payment(s) ,Increase in rent  ,Reduction in employment income,Changes in benefit entitlement,Change in personal circumstances ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000021,Kingston upon Thames,,,59,,21,,3,0,0,0,0,,0,15,1,0,0,2,,3,19,3,5,0,,1,1,0,0,,1,0,1,0,,0,0,6
E08000034,Kirklees,,,275,,51,,2,0,3,0,9,,1,24,0,3,8,1,,1,122,16,21,12,,4,2,1,1,,15,0,3,12,,1,15,17
E08000011,Knowsley,,,160,,45,,5,0,0,0,4,,0,26,0,4,3,3,,0,50,18,14,6,,6,3,0,3,,2,2,0,0,,2,2,15
E09000022,Lambeth,,,371,,86,,8,9,1,17,2,,1,39,3,0,0,6,,2,113,3,26,3,,73,70,0,3,,1,0,0,1,,0,0,64
E07000121,Lancaster,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000035,Leeds,,,1260,,204,,6,2,3,4,15,,2,128,9,7,19,9,,19,545,116,140,77,,55,19,14,22,,38,2,7,29,,2,14,50
E06000016,Leicester,,,371,,109,,4,1,4,3,4,,1,81,0,1,2,8,,4,180,14,30,6,,5,2,0,3,,1,0,1,0,,0,0,22
E07000063,Lewes,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E09000023,Lewisham,,,414,,55,,1,0,0,2,0,,0,20,0,0,1,31,,11,179,24,29,13,,8,3,0,5,,7,1,2,4,,0,1,87
E07000194,Lichfield,,,29,,1,,0,0,0,0,0,,0,0,0,0,0,1,,0,8,1,8,2,,1,0,0,1,,1,0,1,0,,0,0,7
E07000138,Lincoln,,,37,,12,,0,1,2,0,0,,0,5,0,0,0,4,,0,7,0,4,0,,0,0,0,0,,6,0,0,6,,0,0,8
E08000012,Liverpool,,,61,,26,,0,0,2,0,1,,0,22,0,0,0,1,,1,12,1,2,1,,0,0,0,0,,2,1,1,0,,0,2,14
E06000032,Luton,,,117,,40,,2,1,4,0,5,,0,26,0,0,1,1,,2,40,1,0,1,,8,7,1,0,,10,1,0,9,,0,0,15
E07000110,Maidstone,,,138,,17,,0,0,3,0,1,,0,8,0,0,0,5,,9,41,8,19,3,,12,8,1,3,,7,2,3,2,,3,0,19
E07000074,Maldon,,,26,,2,,0,0,0,0,0,,0,2,0,0,0,0,,0,6,2,1,0,,2,1,0,1,,0,0,0,0,,1,0,12
E07000235,Malvern Hills,,,14,,5,,0,0,0,0,0,,0,4,0,0,0,1,,2,4,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E08000003,Manchester,,,598,,155,,6,5,9,1,5,,0,93,6,0,0,30,,11,205,36,34,11,,4,1,1,2,,10,0,3,7,,2,15,115
E07000174,Mansfield,,,14,,9,,0,0,0,0,2,,0,5,0,0,2,0,,0,4,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0
E06000035,Medway,,,198,,46,,3,1,2,0,12,,0,20,1,0,0,7,,2,67,8,5,9,,17,17,0,0,,3,0,1,2,,1,0,40
E07000133,Melton,,,17,,6,,0,0,0,0,0,,0,6,0,0,0,0,,0,7,3,0,0,,0,0,0,0,,1,0,1,0,,0,0,0
E07000187,Mendip,,,107,,45,,0,0,2,0,2,,1,29,2,0,1,8,,6,27,9,5,2,,2,0,2,0,,0,0,0,0,,0,0,11
E09000024,Merton,,,115,,21,,0,1,2,0,0,,1,11,0,0,0,6,,3,56,0,6,4,,1,0,0,1,,3,0,1,2,,0,1,20
E07000042,Mid Devon,,,47,,20,,3,0,0,0,2,,2,11,0,0,0,2,,1,14,3,4,0,,0,0,0,0,,2,0,0,2,,0,0,3
E07000203,Mid Suffolk,,,46,,6,,0,0,0,0,1,,0,4,0,1,0,0,,4,13,6,3,1,,1,1,0,0,,0,0,0,0,,0,0,12
E07000228,Mid Sussex,,,50,,22,,1,0,2,0,1,,1,13,0,0,0,4,,1,11,3,2,0,,4,2,1,1,,2,0,2,0,,0,0,5
E06000002,Middlesbrough,,,156,,12,,0,0,0,0,0,,0,4,0,0,3,5,,5,56,14,30,6,,3,1,0,2,,4,0,3,1,,10,3,13
E06000042,Milton Keynes,,,177,,47,,1,1,1,2,1,,2,29,1,0,0,9,,10,70,14,4,2,,2,0,1,1,,7,0,1,6,,0,0,21
E07000210,Mole Valley,,,33,,9,,0,0,0,0,0,,0,6,0,0,0,3,,2,5,2,5,1,,3,3,0,0,,1,0,1,0,,0,0,5
E07000091,New Forest,,,180,,43,,1,1,0,0,5,,1,26,0,1,0,8,,0,62,17,18,0,,1,0,0,1,,1,0,0,1,,3,0,35
E07000175,Newark and Sherwood,,,10,,5,,0,0,0,0,1,,0,3,0,0,0,1,,0,2,2,0,0,,1,1,0,0,,0,0,0,0,,0,0,0
E08000021,Newcastle on Tyne,,,107,,30,,3,0,1,0,0,,2,23,1,0,0,0,,4,49,10,2,2,,2,1,0,1,,0,0,0,0,,0,1,7
E07000195,Newcastle under Lyme,,,55,,13,,0,0,0,0,2,,1,8,0,0,0,2,,0,11,5,10,1,,0,0,0,0,,2,1,1,0,,2,1,10
E09000025,Newham,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000043,North Devon,,,167,,35,,1,0,2,3,1,,3,16,0,0,1,8,,7,29,19,7,4,,2,1,1,0,,9,0,5,4,,3,0,52
E07000038,North East Derbyshire,,,38,,9,,1,0,0,0,0,,0,8,0,0,0,0,,0,17,4,3,0,,2,2,0,0,,0,0,0,0,,0,0,3
E06000012,North East Lincolnshire,,,116,,45,,2,0,2,1,5,,2,26,0,0,0,7,,1,21,8,17,2,,4,2,1,1,,2,0,2,0,,0,0,16
E07000099,North Hertfordshire,,,66,,11,,0,0,2,0,1,,0,6,0,0,0,2,,5,12,9,3,0,,6,6,0,0,,1,0,1,0,,2,0,17
E07000139,North Kesteven,,,32,,8,,0,0,0,0,0,,0,8,0,0,0,0,,1,4,4,3,0,,2,0,1,1,,2,0,0,2,,0,0,8
E06000013,North Lincolnshire,,,49,,8,,0,0,0,0,0,,0,7,0,1,0,0,,2,9,12,2,1,,4,0,3,1,,1,0,0,1,,0,0,10
E07000147,North Norfolk,,,31,,19,,0,0,2,0,0,,0,16,0,0,0,1,,2,5,1,1,0,,1,0,0,1,,1,0,1,0,,0,0,1
E06000024,North Somerset,,,138,,34,,1,1,4,0,0,,0,21,1,0,0,6,,2,60,7,14,1,,5,1,1,3,,1,0,1,0,,2,0,12
E08000022,North Tyneside,,,119,,17,,1,0,0,0,0,,0,13,1,0,1,1,,4,44,18,12,4,,3,1,0,2,,3,0,3,0,,2,1,11
E07000218,North Warwickshire,,,35,,7,,1,0,0,0,0,,1,2,0,0,0,3,,0,16,4,4,2,,1,0,0,1,,0,0,0,0,,0,0,1
E07000134,North West Leicestershire,,,39,,10,,1,0,1,0,0,,0,8,0,0,0,0,,0,12,3,5,2,,0,0,0,0,,0,0,0,0,,1,0,6
E07000154,Northampton,,,202,,25,,4,0,0,0,3,,0,14,0,1,0,3,,8,67,8,9,2,,3,1,1,1,,27,2,2,23,,16,0,37
E06000057,Northumberland,,,108,,23,,0,0,0,0,0,,1,22,0,0,0,0,,2,26,23,12,4,,2,1,0,1,,2,0,1,1,,0,0,14
E07000148,Norwich,,,100,,24,,0,0,0,0,1,,1,13,0,0,0,9,,12,25,11,7,0,,3,1,1,1,,4,0,1,3,,0,1,13
E06000018,Nottingham,,,184,,37,,3,0,0,0,3,,1,14,3,0,0,13,,1,46,9,32,2,,6,4,0,2,,2,0,1,1,,5,13,31
E07000219,Nuneaton and Bedworth,,,151,,37,,0,0,2,0,1,,1,21,0,4,2,6,,0,56,21,5,9,,5,1,1,3,,2,0,0,2,,0,0,16
E07000135,Oadby and Wigston,,,15,,8,,1,0,0,0,0,,0,4,1,0,0,2,,0,2,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,4
E08000004,Oldham,,,134,,7,,0,0,1,0,0,,1,5,0,0,0,0,,3,61,15,13,2,,0,0,0,0,,4,0,3,1,,3,2,24
E07000178,Oxford,,,61,,15,,1,0,1,1,1,,1,5,0,1,0,4,,10,18,6,1,0,,0,0,0,0,,3,0,0,3,,1,0,7
E07000122,Pendle,,,28,,2,,0,0,0,0,0,,0,2,0,0,0,0,,0,9,3,4,0,,0,0,0,0,,1,0,0,1,,0,0,9
E06000031,Peterborough,,,47,,6,,2,0,0,0,0,,1,2,0,0,0,1,,2,23,3,2,0,,4,1,2,1,,1,0,1,0,,3,0,3
E06000026,Plymouth,,,151,,54,,2,0,2,1,1,,3,25,1,0,0,19,,3,36,8,4,10,,2,1,1,0,,2,0,1,1,,3,2,27
E06000044,Portsmouth,,,208,,68,,2,0,0,0,5,,23,31,1,0,1,5,,11,65,17,12,0,,3,0,2,1,,5,0,2,3,,0,2,25
E07000123,Preston,,,96,,18,,2,0,0,0,0,,1,10,1,1,1,2,,3,26,8,9,1,,4,1,1,2,,2,0,0,2,,0,8,17
E06000038,Reading,,,71,,15,,0,0,0,0,2,,1,5,0,0,0,7,,3,22,2,3,1,,2,0,1,1,,4,1,1,2,,0,0,19
E09000026,Redbridge,,,49,,14,,2,0,0,0,1,,0,8,0,2,0,1,,1,25,0,3,0,,0,0,0,0,,0,0,0,0,,1,1,4
E06000003,Redcar and Cleveland,,,39,,7,,1,0,0,0,1,,0,4,0,0,0,1,,0,12,3,11,0,,1,1,0,0,,0,0,0,0,,1,0,4
E07000236,Redditch,,,44,,12,,1,0,1,0,1,,0,5,0,0,0,4,,2,14,2,0,2,,0,0,0,0,,1,0,0,1,,0,0,11
E07000211,Reigate and Banstead,,,84,,23,,0,0,0,0,0,,0,13,1,0,0,9,,1,36,7,5,0,,2,1,1,0,,1,0,0,1,,1,0,8
E07000124,Ribble Valley,,,1,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E09000027,Richmond upon Thames,,,22,,3,,0,0,0,1,0,,0,2,0,0,0,0,,2,11,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,5
E07000166,Richmondshire,,,21,,5,,0,0,0,0,0,,0,4,0,0,0,1,,1,5,4,2,1,,0,0,0,0,,0,0,0,0,,0,0,3
E08000005,Rochdale,,,149,,16,,1,0,0,1,0,,1,10,0,2,0,1,,3,69,7,24,5,,0,0,0,0,,3,0,1,2,,4,4,14
E07000075,Rochford,,,27,,5,,2,0,0,0,0,,0,3,0,0,0,0,,0,16,3,1,0,,0,0,0,0,,0,0,0,0,,1,0,1
E07000125,Rossendale,,,78,,10,,0,0,1,0,1,,0,7,0,0,0,1,,3,24,10,12,1,,3,0,0,3,,2,0,1,1,,4,1,8
E07000064,Rother,,,41,,8,,0,0,1,0,0,,0,5,0,0,0,2,,0,11,1,1,4,,1,0,1,0,,0,0,0,0,,0,0,15
E08000018,Rotherham,,,144,,40,,1,1,2,1,2,,2,24,1,0,2,4,,5,42,18,13,0,,6,1,0,5,,2,0,1,1,,8,1,9
E07000220,Rugby,,,24,,5,,0,0,1,0,0,,0,4,0,0,0,0,,1,10,2,0,1,,1,1,0,0,,0,0,0,0,,0,0,4
E07000212,Runnymede,,,29,,9,,1,0,1,0,0,,0,7,0,0,0,0,,2,10,0,2,0,,1,0,0,1,,1,0,0,1,,0,0,4
E07000176,Rushcliffe,,,39,,12,,1,0,0,0,1,,1,7,0,0,1,1,,0,6,5,3,2,,1,0,0,1,,1,0,0,1,,0,0,9
E07000092,Rushmoor,,,47,,27,,1,1,1,1,3,,1,18,0,1,0,0,,2,2,6,4,0,,2,0,1,1,,0,0,0,0,,0,0,4
E06000017,Rutland,,,14,,5,,1,0,0,0,0,,0,3,0,0,0,1,,0,3,4,1,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000167,Ryedale,,,34,,5,,0,0,0,0,0,,0,5,0,0,0,0,,3,10,3,2,0,,3,1,1,1,,1,1,0,0,,0,0,7
E08000006,Salford,,,139,,50,,1,1,0,0,3,,0,39,1,0,0,5,,3,32,5,3,0,,26,25,0,1,,1,0,0,1,,0,0,19
E08000028,Sandwell,,,209,,32,,3,0,2,2,2,,0,17,3,0,1,2,,1,105,12,19,2,,3,1,1,1,,2,0,2,0,,3,10,20
E07000168,Scarborough,,,92,,31,,1,0,0,0,1,,4,19,0,2,1,3,,4,30,11,10,0,,1,0,0,1,,2,0,2,0,,0,0,3
E07000188,Sedgemoor,,,109,,36,,1,0,0,0,1,,2,27,1,0,2,2,,1,29,11,3,1,,3,3,0,0,,6,5,1,0,,1,0,18
E08000014,Sefton,,,32,,7,,0,0,0,0,0,,0,7,0,0,0,0,,0,5,2,3,5,,0,0,0,0,,2,0,1,1,,1,1,6
E07000169,Selby,,,29,,8,,1,0,0,0,0,,0,7,0,0,0,0,,1,9,7,1,0,,1,0,1,0,,0,0,0,0,,0,0,2
E07000111,Sevenoaks,,,52,,8,,0,0,1,0,0,,0,5,0,0,0,2,,2,15,1,1,0,,4,2,1,1,,0,0,0,0,,0,0,21
E08000019,Sheffield,,,119,,29,,6,0,1,0,2,,0,14,0,1,0,5,,4,27,5,15,1,,5,4,0,1,,1,0,1,0,,4,10,18
E06000051,Shropshire,,,43,,7,,0,0,0,0,0,,0,6,0,0,0,1,,0,5,4,4,4,,3,2,0,1,,0,0,0,0,,0,0,16
E06000039,Slough,,,200,,37,,1,0,0,0,2,,6,21,0,0,1,6,,13,76,2,18,1,,2,0,0,2,,8,0,2,6,,8,0,35
E08000029,Solihull,,,86,,9,,0,0,0,0,1,,0,5,2,0,0,1,,1,30,13,14,5,,1,1,0,0,,0,0,0,0,,0,0,13
E07000246,Somerset West and Taunton,,,48,,15,,0,0,1,0,0,,0,11,0,0,0,3,,3,11,5,1,0,,0,0,0,0,,0,0,0,0,,1,0,12
E07000012,South Cambridgeshire,,,42,,10,,0,0,1,0,2,,1,6,0,0,0,0,,0,13,2,5,0,,7,5,1,1,,0,0,0,0,,0,0,5
E07000039,South Derbyshire,,,15,,5,,0,0,0,0,1,,0,4,0,0,0,0,,1,1,1,0,1,,0,0,0,0,,1,0,1,0,,0,0,5
E06000025,South Gloucestershire,,,143,,43,,3,0,2,0,2,,2,28,0,1,2,3,,4,49,11,9,1,,8,6,2,0,,5,0,4,1,,1,0,12
E07000044,South Hams,,,71,,16,,2,0,0,0,2,,0,7,0,0,0,5,,2,7,6,6,2,,16,14,0,2,,4,1,2,1,,0,0,12
E07000140,South Holland,,,37,,9,,0,0,0,1,0,,0,5,1,0,0,2,,0,14,1,2,0,,2,0,0,2,,5,0,0,5,,0,0,4
E07000141,South Kesteven,,,39,,11,,0,0,1,0,1,,0,9,0,0,0,0,,1,4,5,7,1,,0,0,0,0,,0,0,0,0,,0,0,10
E07000031,South Lakeland,,,20,,2,,0,0,0,0,0,,0,0,0,0,0,2,,0,2,3,1,0,,1,0,0,1,,1,0,1,0,,0,0,10
E07000149,South Norfolk,,,15,,8,,0,0,0,0,0,,0,8,0,0,0,0,,0,3,1,2,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000155,South Northamptonshire,,,27,,1,,0,0,0,0,0,,0,1,0,0,0,0,,1,9,2,2,0,,2,2,0,0,,0,0,0,0,,0,0,10
E07000179,South Oxfordshire,,,66,,16,,0,0,0,0,2,,0,13,0,0,0,1,,1,15,9,7,0,,1,0,0,1,,5,1,3,1,,0,0,12
E07000126,South Ribble,,,127,,26,,0,0,0,0,10,,0,13,0,0,0,3,,1,45,8,15,7,,19,15,1,3,,1,0,1,0,,1,1,3
E07000189,South Somerset,,,45,,15,,0,0,1,0,0,,0,11,1,0,0,2,,0,8,3,4,1,,1,0,1,0,,1,0,0,1,,0,0,12
E07000196,South Staffordshire,,,8,,4,,0,0,1,0,0,,0,3,0,0,0,0,,1,0,1,2,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000023,South Tyneside,,,139,,25,,0,0,0,0,2,,0,20,1,0,0,2,,1,25,12,26,8,,2,1,0,1,,14,0,1,13,,1,1,24
E06000045,Southampton,,,120,,27,,2,0,3,7,0,,0,10,1,0,0,4,,0,47,10,5,0,,6,6,0,0,,2,0,2,0,,0,0,23
E06000033,Southend-on-Sea,,,112,,29,,0,1,3,0,4,,1,14,0,1,3,2,,1,40,6,8,1,,1,0,0,1,,2,0,0,2,,0,1,23
E09000028,Southwark,,,220,,29,,0,0,5,0,2,,0,11,0,2,0,9,,4,29,3,3,1,,1,1,0,0,,1,0,1,0,,0,0,149
E07000213,Spelthorne,,,56,,12,,0,0,0,0,2,,0,6,0,0,0,4,,0,23,2,6,0,,0,0,0,0,,0,0,0,0,,1,0,12
E07000240,St Albans,,,50,,15,,2,0,2,0,0,,0,9,0,0,0,2,,1,23,0,3,1,,1,0,0,1,,1,0,1,0,,2,0,3
E08000013,St. Helens,,,101,,16,,0,0,2,0,0,,1,10,1,0,0,2,,0,39,6,9,0,,1,0,1,0,,2,1,0,1,,2,0,26
E07000197,Stafford,,,12,,2,,0,0,0,0,0,,0,2,0,0,0,0,,3,5,0,0,0,,1,1,0,0,,1,1,0,0,,0,0,0
E07000198,Staffordshire Moorlands,,,29,,5,,1,0,0,0,0,,0,3,0,0,0,1,,1,10,4,4,1,,0,0,0,0,,0,0,0,0,,0,0,4
E07000243,Stevenage,,,37,,8,,0,0,0,0,0,,0,6,0,0,0,2,,2,16,6,2,0,,1,0,0,1,,0,0,0,0,,0,0,2
E08000007,Stockport,,,157,,39,,1,0,0,0,1,,1,32,0,0,0,4,,2,61,22,4,2,,2,1,0,1,,1,0,1,0,,4,0,20
E06000004,Stockton-on-Tees,,,448,,86,,6,1,25,2,11,,2,30,2,1,0,6,,0,125,72,53,33,,13,10,1,2,,8,1,5,2,,2,0,56
E06000021,Stoke-on-Trent,,,133,,34,,4,0,1,1,2,,0,20,0,1,0,5,,3,30,6,18,8,,1,0,0,1,,2,0,1,1,,2,0,29
E07000221,Stratford-on-Avon,,,73,,10,,0,0,0,0,1,,0,8,0,0,0,1,,8,18,7,9,3,,7,6,0,1,,0,0,0,0,,1,0,10
E07000082,Stroud,,,24,,8,,0,1,0,0,2,,0,3,0,0,0,2,,4,5,1,3,0,,0,0,0,0,,0,0,0,0,,0,0,3
E08000024,Sunderland,,,83,,23,,2,0,0,1,0,,1,12,1,0,0,6,,1,32,3,5,3,,0,0,0,0,,1,0,0,1,,3,0,12
E07000214,Surrey Heath,,,40,,30,,1,0,1,0,1,,1,4,0,0,0,22,,0,3,1,1,0,,1,0,0,1,,0,0,0,0,,0,0,4
E09000029,Sutton,,,76,,22,,0,0,2,1,1,,2,11,1,0,2,2,,5,32,4,5,1,,2,0,1,1,,0,0,0,0,,0,0,5
E07000113,Swale,,,75,,19,,3,0,2,0,4,,0,7,0,0,0,3,,1,25,4,8,3,,5,4,1,0,,2,1,0,1,,1,0,7
E06000030,Swindon,,,82,,19,,1,1,1,1,1,,0,12,1,0,0,1,,0,11,1,2,1,,2,2,0,0,,4,1,3,0,,11,0,31
E08000008,Tameside,,,110,,27,,1,1,0,0,0,,1,20,1,0,1,2,,2,29,20,7,2,,1,1,0,0,,1,0,1,0,,2,9,10
E07000199,Tamworth,,,32,,5,,1,0,1,0,1,,0,0,0,0,0,2,,1,11,3,2,1,,0,0,0,0,,3,0,3,0,,1,0,5
E07000215,Tandridge,,,33,,5,,0,0,0,0,0,,0,3,0,0,0,2,,0,15,4,2,0,,0,0,0,0,,0,0,0,0,,0,0,7
E07000045,Teignbridge,,,219,,43,,4,0,5,1,6,,2,13,1,0,5,6,,11,41,22,24,6,,27,23,3,1,,8,1,5,2,,4,0,33
E06000020,Telford and Wrekin,,,73,,14,,0,0,0,1,1,,0,6,2,0,0,4,,0,22,5,17,1,,1,0,0,1,,0,0,0,0,,1,0,12
E07000076,Tendring,,,79,,36,,8,1,0,0,0,,1,16,1,0,0,9,,0,31,1,5,2,,1,0,1,0,,1,0,0,1,,2,0,0
E07000093,Test Valley,,,80,,15,,0,0,1,0,0,,1,11,1,1,0,0,,5,28,11,12,0,,2,1,0,1,,1,1,0,0,,0,0,6
E07000083,Tewkesbury,,,49,,11,,0,0,1,0,0,,0,10,0,0,0,0,,0,17,4,6,5,,3,2,1,0,,0,0,0,0,,0,0,3
E07000114,Thanet,,,148,,74,,15,0,4,4,8,,4,35,0,0,1,3,,5,30,8,7,0,,3,3,0,0,,1,0,0,1,,1,0,19
E07000102,Three Rivers,,,66,,18,,1,0,2,0,1,,0,12,0,0,1,1,,4,26,4,4,3,,2,0,1,1,,0,0,0,0,,0,0,5
E06000034,Thurrock,,,97,,12,,2,0,0,0,2,,0,7,0,0,0,1,,2,52,6,9,0,,1,0,0,1,,0,0,0,0,,0,1,14
E07000115,Tonbridge and Malling,,,20,,7,,0,0,0,0,1,,0,5,0,0,0,1,,0,8,2,0,0,,1,1,0,0,,0,0,0,0,,0,0,2
E06000027,Torbay,,,72,,35,,0,0,0,3,3,,5,18,3,0,0,3,,2,11,2,4,2,,3,1,0,2,,2,0,1,1,,0,0,11
E07000046,Torridge,,,60,,26,,0,0,1,0,0,,1,21,1,0,0,2,,1,8,4,4,0,,3,2,1,0,,6,0,1,5,,1,0,7
E09000030,Tower Hamlets,,,194,,20,,0,0,2,0,1,,1,6,0,2,0,8,,1,91,7,12,6,,5,5,0,0,,0,0,0,0,,2,0,50
E08000009,Trafford,,,109,,11,,0,0,0,0,0,,0,9,0,0,0,2,,2,36,6,5,9,,1,0,0,1,,2,0,2,0,,4,4,29
E07000116,Tunbridge Wells,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000077,Uttlesford,,,15,,5,,0,0,0,0,2,,0,1,0,0,0,2,,0,5,1,0,0,,2,1,1,0,,0,0,0,0,,0,0,2
E07000180,Vale of White Horse,,,78,,15,,0,0,2,0,0,,0,12,0,0,1,0,,9,25,8,11,2,,2,2,0,0,,0,0,0,0,,0,0,6
E08000036,Wakefield,,,283,,42,,6,0,2,0,0,,2,15,0,1,15,1,,1,81,32,39,18,,14,1,5,8,,28,1,18,9,,10,0,18
E08000030,Walsall,,,83,,18,,0,0,0,0,0,,1,11,0,0,0,6,,0,19,4,9,3,,1,0,0,1,,3,1,1,1,,1,2,23
E09000031,Waltham Forest,,,294,,36,,3,0,0,0,1,,0,23,0,0,0,9,,8,147,20,24,3,,4,2,1,1,,6,0,1,5,,2,0,44
E09000032,Wandsworth,,,58,,6,,0,0,0,0,0,,0,4,0,0,0,2,,3,20,7,5,1,,1,1,0,0,,1,0,0,1,,1,0,13
E06000007,Warrington,,,284,,27,,1,0,2,0,3,,0,18,0,0,0,3,,9,103,25,39,12,,3,2,0,1,,5,1,3,1,,3,0,58
E07000222,Warwick,,,29,,2,,0,0,0,0,0,,0,1,0,1,0,0,,0,7,4,8,1,,0,0,0,0,,1,0,0,1,,1,0,5
E07000103,Watford,,,41,,16,,0,0,0,0,1,,0,13,0,0,0,2,,1,16,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,7
E07000216,Waverley,,,32,,8,,1,0,0,0,0,,0,3,0,0,0,4,,1,11,3,1,0,,0,0,0,0,,2,0,1,1,,0,0,6
E07000065,Wealden,,,61,,13,,1,0,4,0,0,,0,8,0,0,0,0,,5,14,12,7,1,,0,0,0,0,,0,0,0,0,,0,0,9
E07000156,Wellingborough,,,35,,7,,1,0,0,0,0,,0,3,0,0,0,3,,0,22,1,1,0,,1,1,0,0,,1,0,1,0,,0,0,2
E07000241,Welwyn Hatfield,,,129,,19,,0,0,0,0,1,,1,11,0,0,1,5,,4,58,16,4,1,,2,1,0,1,,7,1,1,5,,1,0,17
E06000037,West Berkshire,,,75,,14,,0,0,1,0,2,,0,10,0,0,0,1,,1,42,4,7,0,,3,3,0,0,,2,0,0,2,,0,0,2
E07000047,West Devon,,,43,,7,,0,0,1,0,0,,1,4,0,0,0,1,,3,11,7,5,1,,3,2,0,1,,1,0,0,1,,0,0,5
E07000127,West Lancashire,,,9,,6,,0,0,0,0,3,,0,3,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,3
E07000142,West Lindsey,,,72,,16,,0,0,1,0,0,,1,14,0,0,0,0,,0,36,8,1,1,,6,4,2,0,,1,0,0,1,,0,0,3
E07000181,West Oxfordshire,,,14,,4,,0,0,0,0,0,,0,3,0,0,0,1,,1,5,2,2,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000245,West Suffolk,,,64,,10,,0,0,0,0,0,,0,8,0,0,0,2,,3,16,4,7,2,,5,5,0,0,,1,0,1,0,,0,0,16
E09000033,Westminster,,,91,,56,,3,3,2,2,2,,0,30,0,3,0,11,,3,11,1,1,0,,6,6,0,0,,1,0,0,1,,0,0,12
E08000010,Wigan,,,172,,44,,1,0,1,0,5,,2,30,1,0,0,4,,5,37,14,28,2,,1,0,0,1,,6,0,4,2,,2,3,30
E06000054,Wiltshire,,,236,,50,,0,0,4,1,4,,1,32,0,0,2,6,,16,88,11,17,2,,6,3,1,2,,8,1,4,3,,1,0,37
E07000094,Winchester,,,52,,18,,0,0,0,0,0,,0,9,0,0,0,9,,1,12,4,3,0,,1,0,1,0,,1,0,0,1,,0,0,12
E06000040,Windsor and Maidenhead,,,70,,18,,0,0,1,1,1,,1,10,0,0,0,4,,5,22,8,6,2,,0,0,0,0,,1,0,0,1,,0,0,8
E08000015,Wirral,,,74,,19,,1,0,1,0,5,,0,10,0,0,0,2,,2,19,6,9,5,,1,0,1,0,,1,0,0,1,,0,0,12
E07000217,Woking,,,38,,7,,0,0,0,0,0,,0,6,0,1,0,0,,0,9,5,1,0,,1,0,0,1,,6,0,0,6,,0,0,9
E06000041,Wokingham,,,39,,13,,1,0,0,0,1,,0,8,0,0,1,2,,0,12,3,4,1,,0,0,0,0,,0,0,0,0,,0,0,6
E08000031,Wolverhampton,,,186,,38,,1,0,5,0,2,,0,26,1,0,0,3,,7,70,18,5,10,,23,22,0,1,,2,0,2,0,,1,2,10
E07000237,Worcester,,,77,,19,,1,0,0,0,0,,0,14,0,0,0,4,,1,30,8,2,0,,4,3,1,0,,5,2,2,1,,1,0,7
E07000229,Worthing,,,35,,17,,2,0,0,0,2,,0,10,0,0,0,3,,0,2,2,3,0,,0,0,0,0,,0,0,0,0,,0,0,11
E07000238,Wychavon,,,33,,6,,1,0,0,0,0,,0,3,0,0,0,2,,0,14,5,1,1,,0,0,0,0,,0,0,0,0,,0,1,5
E07000128,Wyre,,,130,,27,,3,0,2,0,2,,0,16,1,0,0,3,,5,38,8,10,4,,0,0,0,0,,3,0,1,2,,0,0,35
