"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled homeEngland, April to June 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
E07000121,Lancaster,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000035,Leeds,,,1146,,136,,3,1,3,5,10,,4,83,7,7,8,5,,13,470,125,174,68,,51,24,9,18,,22,0,6,16,,7,7,73
E06000016,Leicester,,,183,,35,,3,0,2,0,2,,1,24,1,2,0,0,,1,72,8,24,11,,5,2,1,2,,0,0,0,0,,1,1,25
E07000063,Lewes,,,24,,7,,0,1,0,0,0,,0,3,0,0,0,3,,2,8,0,1,1,,0,0,0,0,,0,0,0,0,,0,0,5
E09000023,Lewisham,,,343,,40,,2,0,4,0,2,,0,14,0,0,1,17,,12,146,16,19,5,,4,1,0,3,,5,0,1,4,,1,2,93
E07000194,Lichfield,,,26,,5,,0,0,1,0,0,,0,4,0,0,0,0,,1,7,0,4,2,,0,0,0,0,,0,0,0,0,,0,0,7
E07000138,Lincoln,,,34,,4,,0,0,0,0,0,,0,3,0,0,1,0,,0,7,4,1,1,,1,0,0,1,,6,0,0,6,,0,0,10
E08000012,Liverpool,,,23,,7,,1,0,0,0,0,,0,5,0,1,0,0,,0,6,0,0,1,,1,0,1,0,,0,0,0,0,,0,0,8
E06000032,Luton,,,85,,31,,5,0,5,2,1,,1,13,0,0,1,3,,2,33,0,1,0,,4,4,0,0,,10,3,1,6,,0,0,4
E07000110,Maidstone,,,141,,17,,0,0,0,0,3,,0,10,0,0,0,4,,5,53,10,20,4,,6,3,0,3,,6,1,1,4,,5,0,15
E07000074,Maldon,,,8,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,2,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,4
E07000235,Malvern Hills,,,23,,1,,0,0,0,0,1,,0,0,0,0,0,0,,0,11,6,1,0,,1,0,0,1,,0,0,0,0,,0,0,3
E08000003,Manchester,,,410,,74,,2,1,4,2,2,,1,34,1,2,1,24,,6,155,23,33,5,,7,5,0,2,,10,2,6,2,,2,14,81
E07000174,Mansfield,,,4,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,2,0,0,0,,0,0,0,0,,0,0,0,0,,1,0,0
E06000035,Medway,,,159,,33,,3,1,1,1,5,,0,14,0,0,2,6,,2,52,5,6,4,,4,4,0,0,,0,0,0,0,,1,0,52
E07000133,Melton,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000187,Mendip,,,82,,16,,0,1,1,0,2,,1,3,2,1,0,5,,4,37,10,2,1,,0,0,0,0,,2,0,2,0,,1,0,9
E09000024,Merton,,,67,,15,,0,0,0,1,0,,1,9,0,0,0,4,,2,34,2,5,1,,0,0,0,0,,1,0,0,1,,0,0,7
E07000042,Mid Devon,,,14,,6,,0,0,1,0,1,,0,3,0,0,0,1,,1,1,1,4,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000203,Mid Suffolk,,,20,,3,,0,0,0,0,1,,0,1,0,0,0,1,,0,5,5,2,0,,0,0,0,0,,1,0,1,0,,0,0,4
E07000228,Mid Sussex,,,33,,6,,2,0,0,0,2,,0,2,0,0,0,0,,2,11,6,3,0,,1,0,0,1,,0,0,0,0,,0,0,4
E06000002,Middlesbrough,,,125,,6,,0,0,0,0,0,,1,0,0,0,1,4,,2,51,13,23,1,,1,0,0,1,,9,0,6,3,,9,1,9
E06000042,Milton Keynes,,,182,,50,,3,0,6,0,4,,2,23,2,0,0,10,,5,71,11,7,1,,4,1,1,2,,8,1,1,6,,0,0,25
E07000210,Mole Valley,,,40,,12,,0,0,0,1,4,,0,5,0,0,0,2,,0,14,5,4,2,,1,1,0,0,,1,0,0,1,,0,0,1
E07000091,New Forest,,,113,,14,,0,0,1,0,0,,0,9,0,0,0,4,,1,34,20,10,0,,1,1,0,0,,2,0,1,1,,2,0,29
E07000175,Newark and Sherwood,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000021,Newcastle on Tyne,,,75,,14,,2,0,0,0,0,,0,11,0,0,0,1,,0,37,4,3,4,,3,1,0,2,,0,0,0,0,,1,1,8
E07000195,Newcastle under Lyme,,,27,,10,,0,0,0,0,3,,1,2,0,0,0,4,,0,3,2,6,0,,0,0,0,0,,1,0,0,1,,2,0,3
E09000025,Newham,,,199,,45,,0,0,2,0,1,,0,30,3,0,0,9,,7,107,2,2,3,,2,0,0,2,,3,0,1,2,,3,1,24
E07000043,North Devon,,,123,,16,,4,0,2,0,0,,0,9,1,0,0,0,,5,32,14,8,0,,0,0,0,0,,4,0,1,3,,4,0,40
E07000038,North East Derbyshire,,,22,,3,,0,0,0,0,0,,1,2,0,0,0,0,,0,3,2,7,0,,6,4,0,2,,0,0,0,0,,0,0,1
E06000012,North East Lincolnshire,,,101,,26,,1,0,1,1,4,,3,11,1,0,1,3,,0,25,8,14,8,,1,0,1,0,,2,0,2,0,,1,1,15
E07000099,North Hertfordshire,,,40,,6,,1,0,0,0,0,,0,4,0,0,0,1,,3,7,6,3,0,,8,8,0,0,,1,0,0,1,,0,0,6
E07000139,North Kesteven,,,23,,3,,0,0,0,0,0,,0,2,0,0,0,1,,1,0,1,3,0,,0,0,0,0,,1,1,0,0,,0,0,14
E06000013,North Lincolnshire,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000147,North Norfolk,,,14,,7,,1,0,0,0,0,,1,4,0,0,0,1,,0,3,1,1,0,,1,0,0,1,,1,0,1,0,,0,0,0
E06000024,North Somerset,,,113,,15,,1,0,1,0,1,,1,10,0,0,1,0,,5,39,20,13,4,,1,0,1,0,,3,0,2,1,,1,0,12
E08000022,North Tyneside,,,83,,17,,1,0,0,0,3,,1,9,0,0,2,1,,1,26,12,3,3,,3,2,1,0,,4,0,2,2,,3,1,10
E07000218,North Warwickshire,,,30,,1,,0,0,1,0,0,,0,0,0,0,0,0,,1,16,4,4,0,,1,0,1,0,,0,0,0,0,,0,0,3
E07000134,North West Leicestershire,,,34,,7,,1,0,0,0,0,,1,5,0,0,0,0,,1,13,3,2,0,,1,0,0,1,,0,0,0,0,,0,0,7
E07000154,Northampton,,,216,,62,,8,3,3,1,4,,1,31,0,0,1,10,,6,64,6,14,1,,11,6,0,5,,8,1,1,6,,29,0,15
E06000057,Northumberland,,,68,,6,,0,0,0,0,1,,0,3,0,0,0,2,,0,17,17,14,4,,1,0,0,1,,0,0,0,0,,1,0,8
E07000148,Norwich,,,54,,9,,0,0,0,0,0,,0,5,0,0,0,4,,5,10,9,5,0,,2,1,0,1,,4,1,1,2,,1,0,9
E06000018,Nottingham,,,229,,47,,5,1,2,2,7,,2,9,0,2,1,16,,2,84,12,26,1,,2,1,0,1,,7,0,3,4,,8,9,31
E07000219,Nuneaton and Bedworth,,,131,,28,,0,0,2,0,0,,1,19,2,1,1,2,,0,40,18,20,8,,5,1,2,2,,2,0,1,1,,2,0,8
E07000135,Oadby and Wigston,,,10,,1,,0,0,0,0,0,,0,0,0,0,0,1,,0,6,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,2
E08000004,Oldham,,,138,,6,,0,0,1,0,0,,0,3,0,1,0,1,,4,58,14,19,5,,1,1,0,0,,5,0,4,1,,7,1,18
E07000178,Oxford,,,55,,12,,0,1,0,1,1,,1,6,0,0,0,2,,0,15,7,2,0,,0,0,0,0,,2,1,1,0,,0,0,17
E07000122,Pendle,,,25,,2,,0,0,0,0,0,,0,1,0,0,0,1,,2,6,7,2,1,,0,0,0,0,,0,0,0,0,,0,0,5
E06000031,Peterborough,,,45,,6,,0,0,2,0,0,,1,1,1,0,1,0,,2,19,7,4,1,,2,1,0,1,,0,0,0,0,,1,1,2
E06000026,Plymouth,,,96,,19,,1,1,1,0,2,,1,9,0,0,0,4,,1,17,10,9,1,,8,3,2,3,,3,0,2,1,,9,0,19
E06000044,Portsmouth,,,129,,28,,0,0,1,0,1,,9,15,0,1,0,1,,8,44,12,14,4,,2,0,1,1,,2,0,2,0,,1,0,14
E07000123,Preston,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000038,Reading,,,65,,9,,1,0,0,0,1,,1,1,0,0,0,5,,4,21,5,1,0,,3,2,0,1,,1,0,1,0,,0,0,21
E09000026,Redbridge,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000003,Redcar and Cleveland,,,28,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,10,2,8,1,,0,0,0,0,,0,0,0,0,,1,0,5
E07000236,Redditch,,,22,,4,,0,0,0,0,0,,0,3,0,0,0,1,,3,6,4,2,0,,0,0,0,0,,0,0,0,0,,0,0,3
E07000211,Reigate and Banstead,,,58,,16,,1,0,0,1,2,,0,8,0,0,0,4,,0,20,7,2,1,,5,2,2,1,,1,0,1,0,,0,0,6
E07000124,Ribble Valley,,,4,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,3,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E09000027,Richmond upon Thames,,,29,,5,,0,0,0,1,0,,0,4,0,0,0,0,,3,12,1,2,0,,1,1,0,0,,0,0,0,0,,0,0,5
E07000166,Richmondshire,,,4,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,1,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000005,Rochdale,,,162,,21,,1,0,1,0,1,,0,16,0,1,1,0,,5,67,4,26,3,,3,0,1,2,,0,0,0,0,,9,5,19
E07000075,Rochford,,,24,,5,,1,0,0,0,1,,0,3,0,0,0,0,,1,7,3,4,1,,1,0,0,1,,1,1,0,0,,1,0,0
E07000125,Rossendale,,,64,,6,,0,0,1,0,0,,1,3,0,0,0,1,,0,29,7,11,2,,0,0,0,0,,0,0,0,0,,1,0,8
E07000064,Rother,,,42,,5,,0,0,0,0,0,,0,5,0,0,0,0,,0,13,2,3,3,,0,0,0,0,,0,0,0,0,,0,0,16
E08000018,Rotherham,,,116,,18,,1,1,0,0,1,,2,12,0,0,0,1,,1,35,16,25,3,,6,3,1,2,,2,0,1,1,,2,3,5
E07000220,Rugby,,,14,,3,,0,0,0,0,0,,0,2,0,0,0,1,,0,3,0,1,0,,1,1,0,0,,0,0,0,0,,0,0,6
E07000212,Runnymede,,,24,,6,,0,0,0,0,0,,0,6,0,0,0,0,,0,13,0,1,0,,0,0,0,0,,2,0,0,2,,0,0,2
E07000176,Rushcliffe,,,22,,2,,1,0,0,0,0,,0,0,0,0,0,1,,0,3,4,6,2,,0,0,0,0,,1,0,1,0,,0,0,4
E07000092,Rushmoor,,,44,,16,,2,0,0,0,1,,0,12,0,0,1,0,,2,11,7,2,0,,0,0,0,0,,4,1,3,0,,0,0,2
E06000017,Rutland,,,12,,2,,0,0,0,0,0,,0,1,0,0,0,1,,1,7,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000167,Ryedale,,,23,,7,,1,0,0,0,0,,0,6,0,0,0,0,,3,5,2,0,0,,0,0,0,0,,0,0,0,0,,1,0,5
E08000006,Salford,,,94,,27,,1,0,0,0,4,,0,21,0,0,0,1,,1,28,4,1,1,,11,9,1,1,,1,0,1,0,,0,0,20
E08000028,Sandwell,,,171,,21,,0,1,2,0,1,,1,11,1,0,0,4,,1,87,17,15,7,,4,4,0,0,,2,0,0,2,,2,3,12
E07000168,Scarborough,,,61,,11,,0,0,0,0,3,,1,3,0,0,2,2,,0,31,7,5,0,,1,0,0,1,,1,0,1,0,,1,0,4
E07000188,Sedgemoor,,,52,,10,,0,0,1,0,1,,0,6,0,0,0,2,,3,15,9,0,1,,4,4,0,0,,3,1,2,0,,0,0,7
E08000014,Sefton,,,46,,6,,0,0,0,0,1,,0,4,0,0,0,1,,0,14,4,3,2,,0,0,0,0,,3,0,2,1,,5,2,7
E07000169,Selby,,,36,,9,,0,0,0,1,1,,0,5,0,0,0,2,,1,8,9,3,1,,1,0,0,1,,0,0,0,0,,0,0,4
E07000111,Sevenoaks,,,52,,4,,0,1,0,0,0,,0,3,0,0,0,0,,0,12,2,3,0,,2,2,0,0,,0,0,0,0,,0,0,29
E08000019,Sheffield,,,60,,8,,1,0,0,0,0,,0,5,1,0,0,1,,0,16,4,8,11,,0,0,0,0,,3,1,0,2,,1,0,9
E06000051,Shropshire,,,142,,18,,0,0,0,0,0,,0,15,0,0,0,3,,1,15,6,2,2,,4,0,1,3,,0,0,0,0,,1,0,93
E06000039,Slough,,,133,,23,,1,1,0,0,0,,9,10,0,0,0,2,,4,52,9,14,1,,1,1,0,0,,2,0,0,2,,2,0,25
E08000029,Solihull,,,82,,8,,1,0,0,1,0,,0,3,0,0,0,3,,0,36,5,9,7,,1,0,0,1,,3,0,3,0,,0,0,13
E07000246,Somerset West and Taunton,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000012,South Cambridgeshire,,,42,,8,,0,0,0,0,0,,0,7,0,0,0,1,,3,11,9,4,1,,1,0,0,1,,1,0,0,1,,1,0,3
E07000039,South Derbyshire,,,18,,2,,0,0,0,0,0,,0,2,0,0,0,0,,0,4,1,4,2,,1,1,0,0,,0,0,0,0,,0,0,4
E06000025,South Gloucestershire,,,118,,30,,1,0,0,0,4,,1,8,2,2,3,9,,6,38,18,6,1,,6,5,0,1,,0,0,0,0,,0,0,13
E07000044,South Hams,,,65,,21,,1,0,1,1,10,,0,4,1,0,0,3,,2,11,7,5,2,,8,8,0,0,,0,0,0,0,,1,0,8
E07000140,South Holland,,,21,,12,,1,0,0,0,2,,0,5,0,0,0,4,,0,4,1,1,0,,0,0,0,0,,2,0,0,2,,0,0,1
E07000141,South Kesteven,,,38,,7,,0,0,1,0,0,,1,4,0,0,0,1,,1,6,2,10,0,,0,0,0,0,,0,0,0,0,,1,0,11
E07000031,South Lakeland,,,14,,4,,0,0,1,0,0,,0,3,0,0,0,0,,1,6,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000149,South Norfolk,,,5,,3,,0,0,0,0,0,,0,3,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000155,South Northamptonshire,,,32,,6,,0,0,0,0,0,,0,5,0,0,0,1,,0,7,11,2,0,,1,0,1,0,,0,0,0,0,,0,0,5
E07000179,South Oxfordshire,,,66,,11,,0,0,0,0,0,,1,8,0,1,0,1,,6,20,7,12,2,,2,2,0,0,,1,0,1,0,,0,0,5
E07000126,South Ribble,,,86,,18,,4,0,7,1,1,,0,4,0,0,1,0,,0,26,8,14,2,,14,14,0,0,,0,0,0,0,,0,0,4
E07000189,South Somerset,,,42,,14,,0,0,1,0,2,,0,9,0,0,0,2,,0,2,5,6,0,,1,1,0,0,,1,1,0,0,,0,0,13
E07000196,South Staffordshire,,,14,,6,,0,1,0,0,0,,0,4,0,0,0,1,,0,2,1,3,0,,0,0,0,0,,0,0,0,0,,0,0,2
E08000023,South Tyneside,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000045,Southampton,,,79,,12,,2,0,0,3,2,,1,2,0,0,0,2,,0,39,8,4,2,,6,6,0,0,,0,0,0,0,,0,0,8
E06000033,Southend-on-Sea,,,119,,32,,1,0,1,0,1,,2,17,0,2,6,2,,4,47,5,7,1,,0,0,0,0,,1,0,1,0,,0,0,22
E09000028,Southwark,,,272,,26,,1,0,1,0,2,,1,8,1,2,1,9,,2,10,1,2,2,,1,0,0,1,,0,0,0,0,,1,0,227
E07000213,Spelthorne,,,53,,13,,0,0,0,0,1,,0,11,0,0,0,1,,0,21,2,4,1,,0,0,0,0,,0,0,0,0,,0,0,12
E07000240,St Albans,,,24,,7,,1,0,0,0,1,,0,3,0,0,0,2,,1,9,0,5,0,,1,1,0,0,,1,0,0,1,,0,0,0
E08000013,St. Helens,,,71,,8,,0,0,1,0,0,,0,4,2,0,0,1,,1,30,6,6,0,,3,1,2,0,,0,0,0,0,,0,0,17
E07000197,Stafford,,,13,,1,,1,0,0,0,0,,0,0,0,0,0,0,,0,4,1,1,0,,0,0,0,0,,0,0,0,0,,1,0,5
E07000198,Staffordshire Moorlands,,,22,,3,,0,0,0,0,0,,0,2,0,0,0,1,,1,7,3,4,0,,1,0,1,0,,0,0,0,0,,1,0,2
E07000243,Stevenage,,,53,,12,,0,0,2,0,0,,0,6,0,0,0,4,,1,26,5,5,0,,0,0,0,0,,0,0,0,0,,0,0,4
E08000007,Stockport,,,113,,16,,0,0,0,0,0,,2,12,0,0,0,2,,0,61,7,6,3,,0,0,0,0,,1,0,1,0,,5,0,14
E06000004,Stockton-on-Tees,,,264,,44,,0,0,8,4,10,,3,8,2,5,2,2,,0,72,35,41,14,,8,4,3,1,,4,0,3,1,,5,0,41
E06000021,Stoke-on-Trent,,,98,,17,,0,0,2,1,1,,0,11,0,1,0,1,,3,20,8,18,3,,0,0,0,0,,2,0,1,1,,0,1,26
E07000221,Stratford-on-Avon,,,70,,8,,0,0,1,0,1,,0,2,0,1,0,3,,1,24,9,12,2,,1,1,0,0,,0,0,0,0,,1,0,12
E07000082,Stroud,,,27,,8,,0,0,0,1,1,,0,5,0,0,0,1,,3,9,0,0,0,,1,0,0,1,,1,0,0,1,,0,0,5
E08000024,Sunderland,,,57,,14,,1,0,0,1,1,,0,3,2,2,0,4,,1,5,2,3,2,,2,1,0,1,,4,0,3,1,,2,2,20
E07000214,Surrey Heath,,,7,,6,,0,0,0,0,0,,0,0,0,0,0,6,,0,0,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,0
E09000029,Sutton,,,75,,17,,0,0,0,0,1,,1,9,0,0,3,3,,4,31,8,11,1,,0,0,0,0,,1,0,1,0,,0,0,2
E07000113,Swale,,,57,,8,,0,0,0,0,0,,1,5,0,0,0,2,,0,25,2,9,1,,3,1,0,2,,0,0,0,0,,1,0,8
E06000030,Swindon,,,64,,17,,1,0,1,2,0,,0,9,2,0,0,2,,1,14,3,1,0,,2,2,0,0,,3,2,0,1,,3,0,20
E08000008,Tameside,,,91,,18,,0,0,1,0,5,,0,10,0,0,1,1,,3,26,9,11,2,,8,7,1,0,,3,0,2,1,,1,3,7
E07000199,Tamworth,,,45,,11,,1,0,2,1,1,,0,4,0,0,0,2,,0,22,3,4,0,,1,0,1,0,,1,0,1,0,,1,0,2
E07000215,Tandridge,,,29,,10,,0,0,0,0,0,,0,9,0,0,0,1,,2,6,4,2,1,,0,0,0,0,,0,0,0,0,,0,0,4
E07000045,Teignbridge,,,153,,29,,3,0,5,2,0,,1,11,0,0,4,3,,8,34,23,14,1,,12,11,0,1,,8,1,7,0,,3,0,21
E06000020,Telford and Wrekin,,,56,,6,,0,0,2,0,0,,0,3,0,0,0,1,,0,20,5,8,1,,1,0,0,1,,1,0,1,0,,0,0,14
E07000076,Tendring,,,49,,16,,4,0,0,0,1,,1,5,1,0,1,3,,1,11,3,7,4,,2,2,0,0,,1,0,0,1,,0,0,4
E07000093,Test Valley,,,51,,9,,0,0,0,0,0,,0,3,1,2,1,2,,1,15,8,6,1,,0,0,0,0,,0,0,0,0,,1,0,10
E07000083,Tewkesbury,,,29,,5,,0,0,0,0,1,,0,4,0,0,0,0,,1,11,3,3,0,,0,0,0,0,,1,0,0,1,,0,0,5
E07000114,Thanet,,,125,,58,,14,0,6,2,15,,0,13,0,0,0,8,,1,37,10,4,0,,4,3,1,0,,3,0,1,2,,1,0,7
E07000102,Three Rivers,,,46,,9,,2,0,1,1,0,,0,3,0,0,0,2,,1,24,3,1,1,,2,1,0,1,,0,0,0,0,,0,0,5
E06000034,Thurrock,,,63,,7,,3,0,0,0,0,,0,3,0,0,0,1,,1,35,5,4,0,,0,0,0,0,,0,0,0,0,,1,0,10
E07000115,Tonbridge and Malling,,,34,,3,,0,0,2,0,0,,0,1,0,0,0,0,,1,13,5,2,1,,0,0,0,0,,0,0,0,0,,0,0,9
E06000027,Torbay,,,37,,9,,0,0,1,0,2,,0,4,0,0,0,2,,0,6,1,1,2,,0,0,0,0,,0,0,0,0,,1,0,17
E07000046,Torridge,,,40,,11,,2,0,2,0,2,,1,3,0,0,0,1,,0,18,4,1,0,,0,0,0,0,,3,0,1,2,,2,0,1
E09000030,Tower Hamlets,,,164,,13,,1,1,1,0,1,,0,3,0,0,0,6,,4,76,10,10,1,,1,1,0,0,,0,0,0,0,,0,0,49
E08000009,Trafford,,,73,,9,,0,0,0,0,0,,0,6,0,1,0,2,,0,40,3,6,4,,2,0,0,2,,1,0,1,0,,1,0,7
E07000116,Tunbridge Wells,,,60,,6,,0,0,1,0,0,,1,4,0,0,0,0,,0,24,6,4,2,,1,0,0,1,,0,0,0,0,,2,0,15
E07000077,Uttlesford,,,7,,2,,0,0,0,0,0,,0,0,0,0,0,2,,0,1,1,0,0,,0,0,0,0,,1,0,0,1,,0,0,2
E07000180,Vale of White Horse,,,59,,12,,0,0,2,0,1,,0,8,0,1,0,0,,6,12,8,10,0,,4,2,1,1,,0,0,0,0,,0,0,7
E08000036,Wakefield,,,230,,41,,8,0,1,0,1,,2,12,0,1,15,1,,2,77,31,17,7,,15,7,2,6,,17,1,11,5,,8,2,13
E08000030,Walsall,,,66,,8,,1,0,0,0,1,,2,1,0,0,0,3,,1,18,4,5,3,,2,1,1,0,,1,0,0,1,,1,1,22
E09000031,Waltham Forest,,,248,,25,,1,0,0,0,2,,0,11,2,1,2,6,,8,124,8,18,4,,0,0,0,0,,5,1,1,3,,4,2,50
E09000032,Wandsworth,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000007,Warrington,,,225,,15,,1,1,0,0,0,,1,7,0,1,0,4,,4,93,23,24,9,,5,4,0,1,,7,0,5,2,,3,1,41
E07000222,Warwick,,,28,,2,,0,0,0,0,0,,0,2,0,0,0,0,,1,12,3,2,1,,0,0,0,0,,1,0,0,1,,0,0,6
E07000103,Watford,,,17,,6,,2,0,0,0,0,,0,3,0,0,0,1,,0,5,2,2,0,,1,0,1,0,,0,0,0,0,,0,0,1
E07000216,Waverley,,,28,,8,,2,0,0,0,1,,1,3,0,0,0,1,,2,8,0,3,1,,0,0,0,0,,0,0,0,0,,0,0,6
E07000065,Wealden,,,26,,2,,1,0,0,0,0,,0,1,0,0,0,0,,2,8,5,4,0,,0,0,0,0,,1,0,1,0,,0,0,4
E07000156,Wellingborough,,,8,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,3,0,2,0,,1,1,0,0,,0,0,0,0,,1,0,0
E07000241,Welwyn Hatfield,,,107,,9,,1,0,1,0,1,,0,4,0,0,0,2,,4,39,12,8,5,,2,1,1,0,,7,1,2,4,,2,0,19
E06000037,West Berkshire,,,31,,11,,0,0,0,0,1,,0,8,0,0,0,2,,4,8,2,3,0,,1,1,0,0,,1,0,1,0,,0,0,1
E07000047,West Devon,,,48,,8,,0,0,0,0,0,,2,5,0,0,0,1,,1,8,6,3,1,,15,14,0,1,,0,0,0,0,,0,0,6
E07000127,West Lancashire,,,5,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,2,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000142,West Lindsey,,,39,,13,,3,0,1,0,0,,0,7,0,0,2,0,,1,11,9,0,1,,1,1,0,0,,0,0,0,0,,0,0,3
E07000181,West Oxfordshire,,,17,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,9,1,2,0,,1,0,0,1,,0,0,0,0,,0,0,4
E07000245,West Suffolk,,,54,,11,,0,0,1,0,0,,0,7,0,0,0,3,,3,11,4,6,2,,5,4,1,0,,0,0,0,0,,1,0,11
E09000033,Westminster,,,86,,51,,2,1,3,2,3,,1,25,2,0,0,12,,3,11,0,1,0,,2,0,2,0,,2,1,0,1,,0,0,16
E08000010,Wigan,,,129,,24,,1,0,1,0,2,,0,13,0,0,0,7,,4,34,15,9,0,,1,0,0,1,,2,0,1,1,,6,1,33
E06000054,Wiltshire,,,184,,31,,0,0,2,0,6,,0,18,0,0,0,5,,8,65,14,15,2,,11,8,1,2,,8,1,2,5,,4,0,26
E07000094,Winchester,,,44,,15,,0,0,0,1,1,,0,8,0,0,0,5,,2,8,5,3,2,,0,0,0,0,,1,0,0,1,,1,0,7
E06000040,Windsor and Maidenhead,,,30,,8,,2,0,0,0,1,,0,5,0,0,0,0,,0,17,1,1,0,,0,0,0,0,,0,0,0,0,,0,0,3
E08000015,Wirral,,,67,,15,,4,0,0,0,2,,1,6,0,0,0,2,,1,17,5,13,3,,2,1,0,1,,0,0,0,0,,1,0,10
E07000217,Woking,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000041,Wokingham,,,36,,7,,0,0,0,0,1,,0,4,0,0,0,2,,2,15,3,3,2,,1,1,0,0,,0,0,0,0,,0,0,3
E08000031,Wolverhampton,,,138,,41,,2,1,0,2,2,,0,28,0,1,0,5,,3,45,14,7,5,,1,0,1,0,,1,0,1,0,,2,3,16
E07000237,Worcester,,,62,,7,,1,0,0,0,0,,0,4,0,0,0,2,,1,21,5,11,0,,0,0,0,0,,2,0,2,0,,1,0,14
E07000229,Worthing,,,9,,5,,0,0,0,0,1,,1,2,0,0,0,1,,1,2,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000238,Wychavon,,,31,,6,,0,0,0,0,0,,0,1,0,0,0,5,,1,10,5,6,0,,0,0,0,0,,0,0,0,0,,0,0,3
E07000128,Wyre,,,44,,7,,0,0,0,2,0,,1,4,0,0,0,0,,0,20,6,4,1,,1,0,0,1,,1,0,0,1,,2,0,2
E07000239,Wyre Forest,,,59,,15,,0,0,0,0,0,,0,13,0,0,0,2,,1,7,15,4,2,,1,1,0,0,,0,0,0,0,,1,0,13
E06000014,York,,,123,,14,,3,0,1,0,2,,0,6,0,0,0,2,,0,52,12,7,0,,0,0,0,0,,1,0,0,1,,11,0,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"The outcome of the assessment whether the applicant is homeless or threatened with homelessness and what, if any, duty is owed to them by the local authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Totals include estimates for Allerdale, Charnwood, Dartford, East Cambridgeshire, Harrogate, Hounslow, Lancaster, Melton, Newark and Sherwood, North Lincolnshire, Preston, Redbridge, Somerset West and Taunton, South Tyneside, Wandsworth, Woking, who did not provide accurate data this quarter but have provided figures in previous quarters. These values were used to derive estimates., ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
