,,,,Total owed a prevention duty1,,"End of assured shorthold (AST) private rented tenancy, due to..",,,,,,,,,,,,,,,End of non-AST private rented tenancy,Family or friends no longer willing or able to accommodate,Non-violent relationship breakdown with partner,Domestic abuse,Other violence or harrassment,,"End of social rented tenancy, due to..",,,,,"Eviction from supported housing, due to..",,,,,Left institution with no accommodation available,Required to leave accommodation provided by Home Office as asylum support,Other reasons / not known5
,,,,,,Total end of AST,,Of which:,,,,,,,,,,,,,,,,,,,Total end of social rented tenancy,Of which:,,,,Total evicted from supported housing,Of which:,,,,,,
,,,,,,,,"Rent arrears, due to..",,,,,,"Breach of tenancy, not related to rent arrears",Landlord wishing to sell or re-let the property,Tenant complained to the council / agent / landlord about disrepair,Illegal eviction ,Tenant abandoned property,Other reasons / not known,,,,,,,,,Rent arrears2,"Breach of tenancy, not related to rent arrears",Other reasons / not known3,,,Rent arrears,"Breach of tenancy or licence, not related to rent arrears",Other reasons / not known4,,,,
,,,,,,,,Tenant difficulty budgeting or making other payment(s) ,Increase in rent  ,Reduction in employment income,Changes in benefit entitlement,Change in personal circumstances ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000227,Horsham,,,67,,27,,1,0,2,0,6,,0,16,0,0,0,2,,1,19,1,0,0,,9,9,0,0,,3,0,0,3,,0,0,7
E09000018,Hounslow,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000011,Huntingdonshire,,,169,,42,,1,0,1,0,6,,0,30,1,0,1,2,,10,44,11,16,10,,17,17,0,0,,3,0,3,0,,4,0,12
E07000120,Hyndburn,,,13,,2,,1,0,0,0,0,,0,0,0,0,0,1,,1,2,1,3,0,,0,0,0,0,,0,0,0,0,,0,0,4
E07000202,Ipswich,,,333,,72,,0,0,3,2,5,,4,51,0,0,4,3,,17,117,34,9,12,,14,6,2,6,,27,3,11,13,,5,1,25
E06000046,Isle of Wight,,,104,,34,,2,1,2,0,1,,1,21,1,1,0,4,,9,30,10,6,0,,4,2,2,0,,2,0,1,1,,0,0,9
E06000053,Isles of Scilly,,,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E09000019,Islington,,,179,,5,,0,0,0,0,0,,0,0,0,0,0,5,,5,55,7,7,2,,7,0,0,7,,24,0,24,0,,0,0,67
E09000020,Kensington & Chelsea,,,125,,18,,2,0,1,0,0,,0,12,1,0,1,1,,3,48,5,14,3,,0,0,0,0,,3,0,1,2,,1,0,30
E07000146,King's Lynn & West Norfolk,,,55,,24,,3,0,0,0,1,,0,13,0,0,1,6,,2,8,7,2,1,,5,2,1,2,,0,0,0,0,,1,0,5
E06000010,Kingston upon Hull,,,288,,63,,4,1,1,3,4,,0,41,2,0,0,7,,10,66,20,45,6,,6,2,3,1,,27,3,15,9,,10,26,9
E09000021,Kingston upon Thames,,,50,,22,,2,0,0,0,0,,0,16,0,0,0,4,,3,16,1,2,1,,0,0,0,0,,0,0,0,0,,1,1,3
E08000034,Kirklees,,,280,,52,,5,1,1,2,2,,2,34,1,0,2,2,,5,93,13,18,8,,5,1,0,4,,19,1,5,13,,5,42,20
E08000011,Knowsley,,,166,,41,,7,0,2,0,0,,0,29,0,0,2,1,,1,59,16,16,4,,4,3,1,0,,2,0,0,2,,3,1,19
E09000022,Lambeth,,,397,,144,,30,13,1,35,1,,1,47,7,1,0,8,,2,106,7,37,4,,65,60,2,3,,13,3,2,8,,0,0,19
E07000121,Lancaster,,,89,,35,,2,0,0,0,3,,1,25,2,0,1,1,,1,19,9,5,1,,2,0,1,1,,1,0,1,0,,1,1,14
E08000035,Leeds,,,1130,,191,,6,1,5,1,22,,8,114,9,8,8,9,,19,484,96,143,63,,21,8,3,10,,37,0,8,29,,9,24,43
E06000016,Leicester,,,389,,112,,3,6,7,1,3,,0,76,1,0,1,14,,5,189,14,21,12,,5,4,0,1,,8,3,0,5,,3,5,15
E07000063,Lewes,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E09000023,Lewisham,,,403,,63,,4,1,3,0,4,,2,39,0,0,1,9,,10,142,20,26,7,,10,4,1,5,,13,1,0,12,,6,2,104
E07000194,Lichfield,,,42,,5,,0,0,0,0,1,,0,3,0,0,0,1,,1,12,0,16,1,,0,0,0,0,,0,0,0,0,,0,0,7
E07000138,Lincoln,,,63,,18,,3,0,0,0,0,,0,14,0,0,0,1,,0,14,2,3,0,,0,0,0,0,,9,0,1,8,,2,0,15
E08000012,Liverpool,,,92,,63,,2,0,0,2,5,,0,51,0,0,0,3,,1,9,2,7,0,,2,1,1,0,,2,1,1,0,,1,0,5
E06000032,Luton,,,99,,31,,3,0,5,1,1,,1,14,0,1,0,5,,3,39,1,5,0,,4,2,0,2,,10,1,0,9,,1,0,5
E07000110,Maidstone,,,95,,13,,0,0,3,0,0,,0,9,0,0,1,0,,2,26,8,13,3,,10,8,0,2,,11,0,2,9,,1,2,6
E07000074,Maldon,,,25,,2,,0,0,0,0,0,,0,1,0,0,0,1,,0,1,2,3,0,,0,0,0,0,,0,0,0,0,,0,0,17
E07000235,Malvern Hills,,,14,,3,,0,1,0,0,0,,0,2,0,0,0,0,,0,6,2,2,0,,0,0,0,0,,0,0,0,0,,0,0,1
E08000003,Manchester,,,675,,203,,7,5,2,7,7,,3,132,4,1,8,27,,24,202,35,51,19,,22,7,1,14,,10,1,7,2,,2,32,75
E07000174,Mansfield,,,28,,12,,1,0,0,0,2,,2,6,0,0,0,1,,0,6,2,2,0,,0,0,0,0,,1,1,0,0,,1,0,4
E06000035,Medway Towns,,,214,,68,,5,0,5,3,11,,1,33,2,0,2,6,,1,62,5,9,1,,16,13,1,2,,14,1,3,10,,3,0,35
E07000133,Melton,,,13,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,6,1,1,0,,0,0,0,0,,0,0,0,0,,1,0,3
E07000187,Mendip,,,83,,26,,0,0,0,0,0,,1,18,1,0,0,6,,5,20,5,16,0,,0,0,0,0,,1,0,1,0,,2,0,8
E09000024,Merton,,,118,,29,,1,1,0,0,0,,2,20,0,0,0,5,,9,59,5,7,1,,2,0,1,1,,4,1,1,2,,1,1,0
E07000042,Mid Devon,,,36,,20,,0,0,1,0,0,,0,18,0,0,0,1,,0,5,6,3,0,,1,0,0,1,,1,0,0,1,,0,0,0
E07000203,Mid Suffolk,,,55,,14,,0,0,1,0,1,,0,10,1,0,0,1,,0,14,9,9,0,,3,2,0,1,,0,0,0,0,,0,0,6
E07000228,Mid Sussex,,,43,,25,,4,0,0,0,2,,2,14,1,0,0,2,,0,6,5,1,0,,3,3,0,0,,1,0,0,1,,0,0,2
E06000002,Middlesbrough,,,155,,11,,3,0,1,0,0,,0,2,0,0,0,5,,2,64,4,20,7,,5,1,0,4,,4,0,0,4,,4,2,32
E06000042,Milton Keynes,,,103,,24,,3,0,2,0,1,,0,11,1,0,0,6,,3,45,6,3,0,,8,3,0,5,,4,1,1,2,,1,0,9
E07000210,Mole Valley,,,40,,6,,0,0,0,1,0,,1,1,0,0,0,3,,3,16,1,2,1,,4,2,2,0,,1,1,0,0,,1,0,5
E07000091,New Forest,,,110,,40,,1,0,2,0,2,,1,25,2,0,0,7,,4,33,10,6,0,,2,2,0,0,,0,0,0,0,,1,0,14
E07000175,Newark & Sherwood,,,20,,4,,0,0,0,0,0,,0,3,0,0,0,1,,0,9,3,0,0,,0,0,0,0,,0,0,0,0,,0,0,4
E08000021,Newcastle on Tyne,,,124,,47,,4,1,0,1,3,,0,35,0,0,1,2,,4,33,2,3,6,,4,1,0,3,,3,0,1,2,,2,13,7
E07000195,Newcastle under Lyme,,,42,,14,,0,0,0,0,0,,0,11,1,0,0,2,,0,7,5,6,0,,0,0,0,0,,3,0,1,2,,3,0,4
E09000025,Newham,,,246,,108,,0,0,1,1,3,,0,15,1,1,1,85,,4,70,3,14,3,,1,0,0,1,,1,0,0,1,,2,4,36
E07000043,North Devon,,,170,,41,,0,0,0,0,1,,3,30,2,1,0,4,,11,32,24,10,3,,3,1,1,1,,2,0,2,0,,3,0,41
E07000038,North East Derbyshire,,,29,,8,,1,0,0,0,0,,0,6,0,0,0,1,,2,9,8,1,0,,0,0,0,0,,1,0,1,0,,0,0,0
E06000012,North East Lincolnshire,,,136,,54,,6,0,1,2,5,,1,32,1,0,0,6,,0,14,11,16,5,,1,0,1,0,,7,1,5,1,,0,2,26
E07000099,North Hertfordshire,,,37,,8,,0,0,0,0,1,,0,6,1,0,0,0,,2,8,2,1,0,,9,9,0,0,,1,0,0,1,,0,0,6
E07000139,North Kesteven,,,34,,9,,0,0,0,0,0,,0,8,0,0,0,1,,0,4,4,5,0,,1,1,0,0,,0,0,0,0,,0,0,11
E06000013,North Lincolnshire,,,63,,21,,0,0,0,0,3,,0,17,0,1,0,0,,0,10,12,6,3,,1,1,0,0,,0,0,0,0,,2,0,8
E07000147,North Norfolk,,,21,,10,,0,0,0,0,0,,0,10,0,0,0,0,,0,5,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,3
E06000061,North Northamptonshire,,,124,,45,,2,0,2,0,2,,2,31,0,0,3,3,,4,40,8,7,4,,5,3,1,1,,1,0,0,1,,1,0,9
E06000024,North Somerset,,,176,,51,,5,0,1,0,4,,0,33,1,0,1,6,,5,60,7,20,5,,2,1,0,1,,2,1,1,0,,6,0,18
E08000022,North Tyneside,,,100,,22,,0,0,1,0,2,,3,9,0,0,4,3,,0,27,18,5,2,,3,0,1,2,,2,0,0,2,,2,1,18
E07000218,North Warwickshire,,,26,,5,,1,0,0,0,0,,0,4,0,0,0,0,,0,9,3,4,2,,0,0,0,0,,1,1,0,0,,0,0,2
E07000134,North West Leicestershire,,,18,,2,,0,0,0,0,0,,0,2,0,0,0,0,,2,6,3,1,0,,1,0,0,1,,0,0,0,0,,0,0,3
E06000057,Northumberland,,,110,,23,,2,0,0,0,1,,1,18,0,0,0,1,,2,29,26,11,3,,3,2,1,0,,3,0,2,1,,1,0,9
E07000148,Norwich,,,88,,10,,2,0,0,0,1,,0,4,0,0,1,2,,5,29,10,6,4,,6,3,0,3,,6,0,1,5,,1,3,8
E06000018,Nottingham,,,263,,70,,3,0,1,1,4,,4,26,1,1,0,29,,4,67,4,31,6,,5,2,2,1,,7,1,5,1,,19,22,28
E07000219,Nuneaton & Bedworth,,,68,,11,,0,0,0,0,1,,0,7,0,1,0,2,,1,23,11,7,4,,0,0,0,0,,0,0,0,0,,0,0,11
E07000135,Oadby & Wigston,,,9,,3,,1,0,0,0,0,,0,2,0,0,0,0,,0,3,2,0,1,,0,0,0,0,,0,0,0,0,,0,0,0
E08000004,Oldham,,,205,,33,,2,0,1,0,5,,0,21,0,0,1,3,,7,60,14,20,7,,5,2,0,3,,6,1,4,1,,11,15,27
E07000178,Oxford,,,63,,17,,0,0,0,0,0,,3,11,0,0,1,2,,6,15,5,7,0,,0,0,0,0,,4,1,1,2,,0,1,8
E07000122,Pendle,,,27,,5,,0,0,1,0,0,,0,3,0,0,0,1,,0,6,4,2,0,,4,1,0,3,,1,0,0,1,,0,1,4
E06000031,Peterborough,,,142,,30,,1,1,1,2,0,,1,12,1,0,1,10,,3,47,11,14,3,,7,7,0,0,,2,0,0,2,,2,4,19
E06000026,Plymouth,,,104,,52,,2,0,3,0,2,,4,21,0,0,0,20,,1,23,11,6,2,,2,2,0,0,,4,0,1,3,,0,0,3
E06000044,Portsmouth,,,213,,78,,5,0,1,0,6,,15,44,0,0,1,6,,21,58,16,11,5,,1,0,0,1,,7,0,2,5,,5,2,9
E07000123,Preston,,,98,,28,,4,0,0,0,1,,1,16,1,2,0,3,,2,24,8,11,1,,3,1,0,2,,5,0,1,4,,1,5,10
E06000038,Reading,,,85,,30,,2,0,0,0,1,,4,13,0,0,0,10,,1,26,3,8,2,,5,4,0,1,,5,0,1,4,,1,1,3
E09000026,Redbridge,,,30,,12,,1,0,0,0,0,,0,10,0,0,0,1,,1,12,0,2,0,,0,0,0,0,,0,0,0,0,,0,1,2
E06000003,Redcar & Cleveland,,,63,,17,,0,0,1,0,0,,0,12,2,0,0,2,,1,22,4,7,0,,9,9,0,0,,0,0,0,0,,1,0,2
E07000236,Redditch,,,24,,8,,1,0,1,0,1,,0,4,0,0,0,1,,0,4,1,2,0,,0,0,0,0,,0,0,0,0,,1,0,8
E07000211,Reigate & Banstead,,,59,,18,,1,0,0,0,5,,0,10,0,0,0,2,,1,23,1,3,1,,3,3,0,0,,4,1,0,3,,1,0,4
E07000124,Ribble Valley,,,3,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E09000027,Richmond upon Thames,,,33,,9,,0,0,1,0,1,,0,4,0,0,0,3,,1,10,2,3,1,,1,0,1,0,,0,0,0,0,,0,0,6
E07000166,Richmondshire,,,13,,6,,1,0,0,0,0,,0,4,0,0,0,1,,0,3,1,3,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000005,Rochdale,,,165,,28,,2,0,2,0,2,,1,19,0,1,0,1,,6,73,13,10,4,,0,0,0,0,,10,1,0,9,,8,5,8
E07000075,Rochford,,,28,,7,,0,0,1,0,0,,1,3,0,0,0,2,,0,13,2,2,0,,2,1,0,1,,0,0,0,0,,0,0,2
E07000125,Rossendale,,,60,,9,,0,0,0,1,0,,1,7,0,0,0,0,,1,20,11,11,2,,2,1,0,1,,2,0,1,1,,0,0,2
E07000064,Rother,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000018,Rotherham,,,130,,38,,0,0,1,0,4,,2,29,1,0,0,1,,1,44,10,12,2,,5,1,0,4,,2,0,2,0,,8,4,4
E07000220,Rugby,,,20,,7,,0,0,0,1,2,,0,3,0,0,0,1,,0,7,1,2,0,,1,0,1,0,,0,0,0,0,,0,0,2
E07000212,Runnymede,,,20,,4,,0,0,0,0,0,,1,2,0,0,0,1,,1,8,1,1,0,,1,0,1,0,,0,0,0,0,,0,0,4
E07000176,Rushcliffe,,,42,,8,,2,1,0,0,0,,1,3,0,1,0,0,,0,14,7,3,2,,3,1,2,0,,0,0,0,0,,1,0,4
E07000092,Rushmoor,,,76,,26,,1,0,0,0,4,,2,15,1,0,1,2,,3,22,3,1,1,,7,4,2,1,,3,0,1,2,,0,0,10
E06000017,Rutland,,,11,,5,,1,0,0,0,0,,0,4,0,0,0,0,,0,3,1,0,0,,2,2,0,0,,0,0,0,0,,0,0,0
E07000167,Ryedale,,,23,,3,,0,0,0,0,0,,0,3,0,0,0,0,,1,3,4,0,0,,0,0,0,0,,1,1,0,0,,0,0,11
E08000006,Salford,,,156,,15,,0,0,1,0,1,,0,12,0,0,0,1,,3,22,4,2,2,,57,56,0,1,,6,0,0,6,,1,1,43
E08000028,Sandwell,,,215,,63,,3,0,0,0,0,,0,47,1,1,0,11,,2,68,14,22,3,,3,2,1,0,,1,0,1,0,,7,16,16
E07000168,Scarborough,,,87,,43,,0,0,2,0,2,,0,31,2,0,2,4,,1,23,4,2,1,,2,0,0,2,,2,0,1,1,,2,0,7
E07000188,Sedgemoor,,,75,,23,,0,0,0,0,2,,1,17,0,0,1,2,,3,17,5,4,0,,3,1,2,0,,6,3,3,0,,1,0,13
E08000014,Sefton,,,84,,13,,1,0,0,0,0,,0,8,1,2,0,1,,1,32,6,2,1,,2,1,1,0,,0,0,0,0,,3,6,18
E07000169,Selby,,,19,,7,,1,0,1,0,0,,1,3,0,0,0,1,,0,5,3,0,0,,3,0,1,2,,0,0,0,0,,0,0,1
E07000111,Sevenoaks,,,27,,6,,0,0,0,0,1,,0,3,1,0,0,1,,1,5,7,1,0,,0,0,0,0,,0,0,0,0,,0,0,7
E08000019,Sheffield,,,134,,31,,0,0,1,0,0,,0,12,0,0,0,18,,5,44,6,24,6,,7,0,1,6,,3,0,1,2,,1,2,5
E06000051,Shropshire,,,54,,21,,0,0,0,0,0,,1,20,0,0,0,0,,1,6,3,3,4,,4,3,0,1,,0,0,0,0,,0,0,12
E06000039,Slough,,,94,,17,,0,0,0,1,0,,4,7,0,0,1,4,,4,27,1,9,2,,1,1,0,0,,1,0,0,1,,3,0,29
E08000029,Solihull,,,93,,4,,0,0,0,0,1,,0,1,1,0,0,1,,1,49,7,15,5,,0,0,0,0,,2,0,2,0,,1,0,9
E07000246,Somerset West and Taunton,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000012,South Cambridgeshire,,,50,,14,,0,0,0,0,0,,0,12,0,0,0,2,,5,11,3,8,1,,5,2,0,3,,1,0,1,0,,0,0,2
E07000039,South Derbyshire,,,34,,11,,1,0,0,0,0,,0,10,0,0,0,0,,0,7,9,2,0,,1,0,1,0,,1,0,1,0,,0,0,3
E06000025,South Gloucestershire,,,147,,40,,3,0,2,0,3,,1,20,0,0,1,10,,6,49,10,14,4,,11,7,1,3,,3,0,1,2,,1,0,9
E07000044,South Hams,,,41,,18,,1,1,0,0,1,,0,14,0,0,0,1,,0,3,1,4,1,,1,1,0,0,,0,0,0,0,,0,0,13
E07000140,South Holland,,,12,,6,,2,0,0,0,1,,0,3,0,0,0,0,,0,3,0,0,0,,0,0,0,0,,2,0,0,2,,0,0,1
E07000141,South Kesteven,,,34,,10,,0,0,0,0,1,,1,6,1,0,0,1,,2,5,4,1,1,,1,1,0,0,,0,0,0,0,,0,0,10
E07000031,South Lakeland,,,97,,4,,0,0,0,0,0,,0,3,0,0,0,1,,2,2,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,87
E07000149,South Norfolk,,,21,,6,,0,0,0,0,1,,0,2,0,0,0,3,,1,9,1,0,0,,3,1,1,1,,0,0,0,0,,0,0,1
E07000179,South Oxfordshire,,,69,,9,,0,0,1,0,2,,0,5,0,0,0,1,,8,24,6,7,1,,3,3,0,0,,2,0,2,0,,1,0,8
E07000126,South Ribble,,,90,,19,,1,0,0,2,6,,0,9,0,0,0,1,,1,27,10,12,0,,13,10,2,1,,3,0,3,0,,1,1,3
E07000189,South Somerset,,,40,,24,,0,0,0,0,1,,0,17,0,0,0,6,,1,6,3,1,0,,2,0,1,1,,0,0,0,0,,0,0,3
E07000196,South Staffordshire,,,5,,2,,0,0,0,0,0,,0,2,0,0,0,0,,0,0,0,1,0,,1,0,1,0,,0,0,0,0,,0,0,1
E08000023,South Tyneside,,,116,,12,,2,0,0,1,1,,1,6,0,1,0,0,,2,15,10,33,4,,1,1,0,0,,21,3,0,18,,1,3,14
E06000045,Southampton,,,111,,31,,4,0,2,6,1,,1,9,1,0,0,7,,3,44,0,6,1,,9,6,1,2,,9,2,1,6,,0,0,8
E06000033,Southend-on-Sea,,,133,,39,,0,1,0,0,6,,0,29,0,0,1,2,,5,44,7,6,2,,2,1,0,1,,5,0,4,1,,6,1,16
E09000028,Southwark,,,386,,92,,4,3,3,1,6,,2,21,10,2,0,40,,41,34,0,6,4,,137,110,0,27,,4,3,0,1,,1,1,66
E07000213,Spelthorne,,,44,,15,,1,0,0,2,2,,0,8,0,0,0,2,,0,14,4,1,1,,2,1,0,1,,2,0,0,2,,0,0,5
E07000240,St Albans,,,43,,14,,0,0,1,0,2,,0,9,1,0,0,1,,1,15,2,8,0,,1,1,0,0,,1,0,0,1,,0,0,1
E08000013,St Helens,,,115,,21,,1,0,0,1,1,,1,11,1,0,0,5,,1,37,13,9,1,,2,2,0,0,,2,1,1,0,,4,1,24
E07000197,Stafford,,,11,,2,,1,0,0,0,0,,0,1,0,0,0,0,,0,2,0,1,0,,3,3,0,0,,0,0,0,0,,1,0,2
E07000198,Staffordshire Moorlands,,,21,,5,,0,0,0,0,0,,0,5,0,0,0,0,,3,2,3,6,0,,1,1,0,0,,0,0,0,0,,0,0,1
E07000243,Stevenage,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000007,Stockport,,,176,,24,,0,0,0,0,5,,0,17,0,1,0,1,,0,86,19,8,1,,7,0,2,5,,1,0,1,0,,3,2,25
E06000004,Stockton-on-Tees,,,396,,95,,3,0,8,11,23,,4,30,1,2,0,13,,3,135,46,34,33,,9,6,0,3,,7,1,4,2,,4,3,27
E06000021,Stoke-on-Trent,,,129,,25,,0,0,1,0,2,,0,20,0,0,0,2,,1,33,10,24,6,,2,2,0,0,,3,0,1,2,,7,5,13
E07000221,Stratford-on-Avon,,,60,,8,,0,0,0,0,1,,0,3,1,0,0,3,,1,14,6,11,3,,8,8,0,0,,2,0,1,1,,0,0,7
E07000082,Stroud,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000024,Sunderland,,,68,,9,,0,0,0,0,0,,0,3,0,1,0,5,,1,28,6,5,4,,4,0,1,3,,5,2,1,2,,3,0,3
E07000214,Surrey Heath,,,7,,5,,1,0,0,0,0,,0,3,0,0,0,1,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E09000029,Sutton,,,119,,29,,0,0,0,0,4,,1,19,3,0,0,2,,4,43,4,18,2,,6,1,3,2,,5,1,2,2,,0,0,8
E07000113,Swale,,,99,,29,,1,0,1,1,1,,0,23,0,0,0,2,,4,38,6,8,1,,3,1,1,1,,0,0,0,0,,2,0,8
E06000030,Swindon,,,78,,8,,0,0,0,0,2,,0,6,0,0,0,0,,1,6,1,6,1,,1,0,1,0,,5,0,3,2,,11,0,38
E08000008,Tameside,,,108,,31,,0,1,0,1,3,,0,19,0,1,0,6,,4,33,8,7,0,,4,2,1,1,,0,0,0,0,,2,1,18
E07000199,Tamworth,,,26,,3,,0,0,0,0,0,,0,3,0,0,0,0,,0,15,3,3,0,,1,1,0,0,,1,1,0,0,,0,0,0
E07000215,Tandridge,,,39,,15,,0,0,1,0,1,,0,12,0,0,0,1,,0,11,2,7,0,,0,0,0,0,,0,0,0,0,,0,0,4
E07000045,Teignbridge,,,137,,28,,9,1,4,0,0,,0,11,0,0,3,0,,2,24,10,6,0,,22,17,2,3,,9,0,2,7,,0,0,36
E06000020,Telford & Wrekin,,,95,,10,,1,0,0,0,0,,0,5,0,0,0,4,,1,25,3,19,7,,3,0,1,2,,6,0,1,5,,1,0,20
E07000076,Tendring,,,87,,40,,1,0,1,2,4,,2,25,1,0,1,3,,3,19,2,8,2,,2,2,0,0,,1,0,0,1,,1,0,9
E07000093,Test Valley,,,50,,10,,0,0,0,0,1,,0,9,0,0,0,0,,4,17,6,6,1,,3,1,1,1,,0,0,0,0,,1,0,2
E07000083,Tewkesbury,,,52,,15,,0,0,0,0,2,,0,12,0,0,0,1,,1,13,4,6,0,,3,2,1,0,,0,0,0,0,,0,0,10
E07000114,Thanet,,,144,,75,,4,1,2,2,3,,2,51,1,0,0,9,,5,40,3,4,1,,4,2,0,2,,0,0,0,0,,1,0,11
E07000102,Three Rivers,,,49,,18,,0,0,1,0,2,,0,13,0,0,0,2,,1,24,2,1,0,,1,1,0,0,,0,0,0,0,,0,0,2
E06000034,Thurrock,,,89,,13,,3,0,0,0,0,,1,9,0,0,0,0,,4,42,4,5,1,,2,2,0,0,,1,0,0,1,,1,1,15
E07000115,Tonbridge & Malling,,,15,,5,,0,0,0,0,0,,0,5,0,0,0,0,,1,6,1,0,1,,0,0,0,0,,0,0,0,0,,0,0,1
E06000027,Torbay,,,68,,27,,3,0,1,0,3,,0,12,0,1,0,7,,6,11,1,4,4,,1,0,0,1,,1,0,1,0,,0,0,13
E07000046,Torridge,,,52,,18,,1,0,0,0,0,,3,13,0,0,0,1,,1,3,4,3,1,,4,1,2,1,,5,0,0,5,,2,0,11
E09000030,Tower Hamlets,,,288,,27,,1,1,3,1,1,,1,6,1,2,0,10,,7,127,12,9,7,,81,76,1,4,,7,0,2,5,,5,2,4
E08000009,Trafford,,,121,,18,,1,1,1,0,1,,0,13,0,0,0,1,,4,43,3,5,4,,3,1,1,1,,8,3,4,1,,11,5,17
E07000116,Tunbridge Wells,,,76,,12,,1,0,0,1,0,,0,6,0,0,0,4,,0,27,4,7,2,,3,2,0,1,,1,0,1,0,,2,0,18
E07000077,Uttlesford,,,19,,6,,0,0,2,0,0,,0,3,0,0,0,1,,1,3,1,0,1,,1,1,0,0,,0,0,0,0,,1,0,5
E07000180,Vale of White Horse,,,84,,17,,0,0,1,0,3,,0,10,1,0,0,2,,4,20,15,9,3,,4,2,0,2,,3,0,0,3,,0,0,9
E08000036,Wakefield,,,207,,34,,2,1,3,1,0,,4,16,0,1,5,1,,3,56,41,19,9,,7,2,2,3,,17,0,12,5,,10,2,9
E08000030,Walsall,,,120,,9,,0,0,0,0,0,,0,8,0,0,0,1,,1,32,13,14,6,,5,1,0,4,,1,0,0,1,,2,3,34
E09000031,Waltham Forest,,,228,,36,,3,0,1,1,1,,0,23,0,1,1,5,,3,120,5,15,4,,2,2,0,0,,4,0,1,3,,2,2,35
E09000032,Wandsworth,,,32,,7,,0,0,1,0,0,,0,3,0,0,0,3,,2,8,1,4,1,,0,0,0,0,,0,0,0,0,,0,1,8
E06000007,Warrington,,,219,,26,,0,0,1,0,0,,0,23,0,0,0,2,,9,63,19,43,5,,1,1,0,0,,16,1,5,10,,3,1,33
E07000222,Warwick,,,39,,3,,0,0,0,0,1,,0,2,0,0,0,0,,1,12,4,9,0,,0,0,0,0,,0,0,0,0,,0,0,10
E07000103,Watford,,,32,,9,,0,0,0,0,0,,0,8,0,0,0,1,,2,15,0,4,0,,0,0,0,0,,2,0,0,2,,0,0,0
E07000216,Waverley,,,30,,6,,0,0,0,0,1,,0,5,0,0,0,0,,3,9,1,9,0,,1,0,0,1,,0,0,0,0,,0,0,1
E07000065,Wealden,,,43,,21,,0,0,0,0,0,,0,19,1,0,0,1,,4,5,10,1,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000241,Welwyn Hatfield,,,162,,27,,2,1,3,0,3,,0,15,1,0,0,2,,4,33,16,7,2,,6,5,0,1,,12,4,1,7,,5,0,50
E06000037,West Berkshire,,,86,,28,,1,0,0,1,2,,0,17,0,0,0,7,,2,21,2,9,1,,5,3,1,1,,2,0,1,1,,0,0,16
E07000047,West Devon,,,40,,16,,0,1,0,0,2,,0,10,0,0,0,3,,0,3,6,2,1,,4,4,0,0,,0,0,0,0,,0,0,8
E07000127,West Lancashire,,,13,,8,,0,0,3,0,0,,0,3,0,0,0,2,,0,1,1,1,0,,0,0,0,0,,0,0,0,0,,0,1,1
E07000142,West Lindsey,,,86,,15,,1,0,0,0,0,,0,10,0,1,0,3,,1,20,15,15,5,,5,3,1,1,,3,0,1,2,,2,0,5
E06000062,West Northamptonshire,,,214,,26,,3,1,2,0,0,,0,14,1,0,0,5,,6,81,10,14,2,,10,9,0,1,,20,0,3,17,,21,0,24
E07000181,West Oxfordshire,,,10,,2,,0,0,0,0,0,,0,2,0,0,0,0,,1,4,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000245,West Suffolk,,,64,,12,,0,0,2,0,1,,0,9,0,0,0,0,,2,13,6,8,2,,0,0,0,0,,1,1,0,0,,0,0,20
E09000033,Westminster,,,75,,49,,1,0,2,2,2,,0,36,1,2,0,3,,3,7,2,2,0,,8,6,2,0,,0,0,0,0,,0,0,4
E08000010,Wigan,,,161,,32,,2,0,2,0,6,,0,18,0,1,0,3,,12,29,17,26,5,,4,0,2,2,,7,1,4,2,,3,8,18
E06000054,Wiltshire,,,203,,42,,0,0,2,0,1,,0,36,0,0,1,2,,6,57,19,10,1,,10,5,4,1,,10,0,7,3,,1,0,47
