"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled homeEngland, October to December 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
E07000121,Lancaster,,,19,,4,,0,0,1,0,0,,0,1,0,0,0,2,,1,7,0,2,0,,1,0,0,1,,0,0,0,0,,0,2,2
E08000035,Leeds,,,1161,,161,,8,0,7,3,2,,1,113,6,9,11,1,,20,497,101,144,64,,23,8,5,10,,69,2,9,58,,6,32,44
E06000016,Leicester,,,298,,46,,2,1,1,0,3,,1,27,1,2,3,5,,2,154,9,33,13,,8,6,1,1,,2,0,1,1,,0,10,21
E07000063,Lewes,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E09000023,Lewisham,,,455,,66,,5,0,1,2,1,,1,26,2,0,0,28,,8,227,16,27,13,,9,3,0,6,,9,0,4,5,,0,3,77
E07000194,Lichfield,,,47,,6,,1,0,0,0,0,,1,3,0,0,0,1,,0,0,2,3,1,,1,0,1,0,,0,0,0,0,,0,0,34
E07000138,Lincoln,,,43,,9,,0,0,0,0,1,,0,7,0,1,0,0,,1,12,0,10,0,,1,1,0,0,,6,0,1,5,,0,0,4
E08000012,Liverpool,,,61,,32,,2,0,0,0,5,,0,20,1,4,0,0,,1,11,1,4,2,,0,0,0,0,,3,0,1,2,,0,5,2
E06000032,Luton,,,64,,15,,3,0,1,0,0,,1,10,0,0,0,0,,1,24,0,0,1,,5,5,0,0,,10,1,0,9,,0,0,8
E07000110,Maidstone,,,119,,11,,0,0,0,0,0,,0,7,0,0,1,3,,4,39,13,12,3,,20,16,1,3,,1,0,1,0,,10,0,6
E07000074,Maldon,,,25,,0,,0,0,0,0,0,,0,0,0,0,0,0,,1,12,0,3,0,,0,0,0,0,,0,0,0,0,,0,0,9
E07000235,Malvern Hills,,,21,,4,,0,0,0,0,0,,0,1,0,0,1,2,,0,8,3,4,0,,0,0,0,0,,0,0,0,0,,0,0,2
E08000003,Manchester,,,509,,135,,6,2,2,1,9,,0,85,3,1,1,25,,9,183,23,43,8,,8,4,1,3,,6,1,0,5,,4,12,78
E07000174,Mansfield,,,6,,3,,0,0,0,0,0,,0,2,1,0,0,0,,0,0,0,2,0,,0,0,0,0,,0,0,0,0,,0,0,1
E06000035,Medway,,,178,,38,,3,0,4,2,10,,0,11,0,0,0,8,,3,66,9,7,5,,21,18,0,3,,0,0,0,0,,1,0,28
E07000133,Melton,,,28,,4,,1,0,0,0,0,,0,3,0,0,0,0,,1,12,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,7
E07000187,Mendip,,,72,,17,,1,0,0,0,0,,2,11,0,0,0,3,,1,23,11,7,1,,2,2,0,0,,0,0,0,0,,0,0,10
E09000024,Merton,,,98,,20,,1,0,0,1,2,,0,14,0,0,0,2,,3,51,4,3,3,,1,1,0,0,,0,0,0,0,,0,2,11
E07000042,Mid Devon,,,24,,6,,0,0,0,0,0,,0,6,0,0,0,0,,0,3,4,3,2,,1,1,0,0,,1,0,0,1,,0,0,4
E07000203,Mid Suffolk,,,44,,6,,0,0,0,0,1,,0,3,0,0,0,2,,4,10,8,4,2,,4,3,0,1,,1,0,1,0,,0,0,5
E07000228,Mid Sussex,,,42,,12,,0,0,0,0,2,,0,9,0,0,0,1,,3,8,4,3,0,,4,4,0,0,,2,0,0,2,,0,0,6
E06000002,Middlesbrough,,,119,,3,,0,0,1,0,0,,0,1,0,0,0,1,,0,38,12,35,4,,0,0,0,0,,1,0,1,0,,7,7,12
E06000042,Milton Keynes,,,141,,30,,1,0,3,0,5,,0,16,0,1,0,4,,10,51,11,3,3,,4,4,0,0,,6,5,0,1,,1,0,22
E07000210,Mole Valley,,,37,,2,,0,0,0,0,0,,0,2,0,0,0,0,,3,13,5,4,1,,2,2,0,0,,0,0,0,0,,2,0,5
E07000091,New Forest,,,133,,21,,0,0,0,0,1,,1,17,0,0,0,2,,1,52,7,13,1,,1,1,0,0,,2,0,0,2,,2,0,33
E07000175,Newark and Sherwood,,,24,,5,,0,0,0,0,2,,1,2,0,0,0,0,,0,10,4,2,0,,2,2,0,0,,0,0,0,0,,1,0,0
E08000021,Newcastle on Tyne,,,114,,27,,6,1,2,1,0,,1,11,1,1,0,3,,0,50,6,3,3,,1,1,0,0,,4,1,3,0,,2,9,9
E07000195,Newcastle under Lyme,,,42,,8,,0,0,1,0,0,,0,6,0,0,0,1,,0,10,2,8,0,,0,0,0,0,,0,0,0,0,,5,0,9
E09000025,Newham,,,247,,38,,1,1,0,2,5,,1,17,1,0,0,10,,4,128,10,22,2,,3,0,1,2,,2,0,0,2,,2,7,29
E07000043,North Devon,,,124,,29,,2,0,3,1,1,,1,17,0,1,0,3,,5,31,12,13,0,,3,2,0,1,,4,0,1,3,,1,0,26
E07000038,North East Derbyshire,,,29,,10,,1,0,0,0,0,,0,9,0,0,0,0,,0,8,6,2,1,,0,0,0,0,,0,0,0,0,,0,0,2
E06000012,North East Lincolnshire,,,74,,23,,1,0,1,0,1,,0,12,1,2,0,5,,1,8,6,7,1,,1,1,0,0,,3,2,1,0,,0,3,21
E07000099,North Hertfordshire,,,54,,4,,1,0,1,0,0,,0,2,0,0,0,0,,1,7,8,3,0,,19,18,0,1,,0,0,0,0,,0,0,12
E07000139,North Kesteven,,,34,,4,,0,0,0,0,0,,0,3,0,0,0,1,,0,5,2,3,0,,0,0,0,0,,2,0,1,1,,0,0,18
E06000013,North Lincolnshire,,,51,,10,,0,0,0,0,0,,0,10,0,0,0,0,,2,8,9,6,4,,1,1,0,0,,0,0,0,0,,0,0,11
E07000147,North Norfolk,,,26,,4,,0,0,0,0,1,,0,3,0,0,0,0,,2,8,4,0,1,,4,4,0,0,,0,0,0,0,,0,0,3
E06000024,North Somerset,,,157,,35,,2,1,1,0,1,,2,22,0,0,0,6,,1,62,12,18,0,,5,2,1,2,,5,0,4,1,,3,0,16
E08000022,North Tyneside,,,91,,9,,0,0,0,0,0,,0,6,1,0,0,2,,6,37,11,4,4,,0,0,0,0,,4,0,4,0,,4,3,9
E07000218,North Warwickshire,,,26,,3,,0,0,1,0,0,,0,2,0,0,0,0,,0,10,7,1,1,,1,1,0,0,,0,0,0,0,,0,0,3
E07000134,North West Leicestershire,,,28,,7,,1,0,0,0,0,,0,0,1,0,2,3,,0,10,2,4,1,,2,2,0,0,,0,0,0,0,,0,0,2
E07000154,Northampton,,,209,,34,,6,0,3,1,2,,0,17,0,0,0,5,,3,56,9,6,1,,13,10,1,2,,12,0,1,11,,36,0,39
E06000057,Northumberland,,,74,,19,,1,0,0,2,1,,1,9,1,2,0,2,,0,20,16,9,1,,1,1,0,0,,0,0,0,0,,1,0,7
E07000148,Norwich,,,83,,13,,1,0,0,0,1,,2,5,0,0,2,2,,4,19,7,7,1,,6,4,0,2,,14,1,5,8,,3,1,8
E06000018,Nottingham,,,260,,75,,0,1,1,2,18,,1,17,7,0,1,27,,2,57,4,32,3,,5,2,1,2,,5,0,5,0,,8,14,55
E07000219,Nuneaton and Bedworth,,,105,,19,,1,0,0,0,0,,0,13,0,1,2,2,,0,40,11,9,10,,3,0,1,2,,1,1,0,0,,0,0,12
E07000135,Oadby and Wigston,,,8,,1,,0,0,0,0,0,,0,0,0,0,0,1,,0,2,0,1,0,,0,0,0,0,,0,0,0,0,,0,1,3
E08000004,Oldham,,,220,,8,,0,0,1,0,2,,0,3,1,0,0,1,,3,79,25,23,12,,1,1,0,0,,2,0,1,1,,12,19,36
E07000178,Oxford,,,52,,13,,0,0,0,0,1,,1,9,0,0,1,1,,5,18,3,3,0,,2,0,1,1,,2,0,1,1,,3,0,3
E07000122,Pendle,,,35,,1,,0,0,0,1,0,,0,0,0,0,0,0,,2,15,4,2,1,,1,0,0,1,,0,0,0,0,,0,1,8
E06000031,Peterborough,,,81,,28,,3,0,3,2,0,,2,9,3,0,0,6,,3,14,5,8,0,,3,0,2,1,,4,0,2,2,,4,4,8
E06000026,Plymouth,,,136,,24,,1,0,0,0,2,,1,9,0,0,0,11,,0,55,8,8,3,,3,0,0,3,,5,2,2,1,,0,1,29
E06000044,Portsmouth,,,176,,56,,0,0,1,3,6,,14,25,1,0,1,5,,8,57,11,6,4,,8,2,4,2,,3,0,3,0,,1,2,20
E07000123,Preston,,,78,,15,,1,0,1,0,1,,1,7,0,0,1,3,,1,23,7,8,3,,6,3,0,3,,3,0,0,3,,0,2,10
E06000038,Reading,,,63,,16,,1,0,0,0,0,,0,12,0,0,0,3,,1,16,2,1,0,,1,1,0,0,,0,0,0,0,,0,0,26
E09000026,Redbridge,,,44,,15,,1,1,0,0,0,,0,9,0,0,0,4,,1,17,0,6,0,,0,0,0,0,,1,0,0,1,,0,2,2
E06000003,Redcar and Cleveland,,,45,,12,,1,0,0,0,1,,0,8,0,0,0,2,,0,12,4,6,2,,0,0,0,0,,0,0,0,0,,3,1,5
E07000236,Redditch,,,45,,6,,1,0,1,0,0,,1,3,0,0,0,0,,1,12,2,3,1,,0,0,0,0,,2,1,0,1,,0,0,18
E07000211,Reigate and Banstead,,,70,,12,,1,0,0,0,2,,1,7,0,0,0,1,,2,33,4,6,0,,2,2,0,0,,1,0,1,0,,0,0,10
E07000124,Ribble Valley,,,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E09000027,Richmond upon Thames,,,17,,3,,0,1,0,0,0,,0,2,0,0,0,0,,0,7,1,2,0,,0,0,0,0,,0,0,0,0,,0,0,4
E07000166,Richmondshire,,,11,,2,,0,0,1,0,0,,0,1,0,0,0,0,,0,5,2,2,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000005,Rochdale,,,123,,6,,0,0,0,0,0,,0,5,0,0,0,1,,4,58,5,18,3,,1,1,0,0,,2,0,0,2,,3,7,16
E07000075,Rochford,,,23,,10,,1,0,0,1,1,,1,6,0,0,0,0,,1,5,2,2,0,,3,3,0,0,,0,0,0,0,,0,0,0
E07000125,Rossendale,,,62,,8,,0,0,0,1,2,,0,4,0,0,1,0,,1,17,5,12,3,,3,1,1,1,,0,0,0,0,,3,1,9
E07000064,Rother,,,31,,5,,0,0,0,0,0,,0,3,0,0,0,2,,1,10,3,1,0,,0,0,0,0,,0,0,0,0,,0,0,11
E08000018,Rotherham,,,103,,22,,1,0,1,1,1,,0,15,0,0,1,2,,1,25,12,11,3,,4,1,0,3,,8,1,1,6,,8,6,3
E07000220,Rugby,,,20,,7,,0,0,2,0,1,,0,4,0,0,0,0,,0,6,0,0,0,,1,1,0,0,,1,0,0,1,,0,0,5
E07000212,Runnymede,,,34,,10,,0,0,0,0,0,,0,10,0,0,0,0,,1,9,1,3,0,,0,0,0,0,,0,0,0,0,,2,0,8
E07000176,Rushcliffe,,,25,,4,,0,0,0,0,0,,0,4,0,0,0,0,,0,11,3,1,2,,0,0,0,0,,1,0,0,1,,0,0,3
E07000092,Rushmoor,,,50,,17,,0,0,1,0,4,,0,11,0,0,0,1,,5,7,7,0,2,,7,3,4,0,,1,0,1,0,,0,0,4
E06000017,Rutland,,,11,,3,,0,0,0,0,0,,0,2,0,0,0,1,,0,4,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,2
E07000167,Ryedale,,,32,,6,,0,0,0,0,0,,0,5,0,0,0,1,,2,8,5,1,0,,2,2,0,0,,0,0,0,0,,1,0,7
E08000006,Salford,,,139,,40,,3,0,0,0,6,,2,24,0,0,1,4,,1,20,5,2,0,,44,44,0,0,,2,0,0,2,,1,3,21
E08000028,Sandwell,,,157,,33,,5,0,4,1,2,,0,18,0,0,0,3,,2,63,12,10,2,,3,3,0,0,,3,1,2,0,,5,11,13
E07000168,Scarborough,,,75,,19,,1,0,3,0,0,,0,14,0,0,1,0,,0,34,9,3,0,,0,0,0,0,,0,0,0,0,,1,0,9
E07000188,Sedgemoor,,,40,,10,,3,0,0,0,2,,1,3,0,0,0,1,,1,15,7,0,0,,0,0,0,0,,0,0,0,0,,0,0,7
E08000014,Sefton,,,41,,8,,0,0,0,2,0,,1,4,0,1,0,0,,0,15,1,2,1,,1,0,0,1,,1,0,0,1,,3,4,5
E07000169,Selby,,,21,,4,,1,0,0,0,0,,1,0,0,0,0,2,,1,8,2,1,0,,3,1,1,1,,1,0,1,0,,0,0,1
E07000111,Sevenoaks,,,38,,7,,0,0,0,0,1,,0,3,1,0,0,2,,2,8,5,2,3,,2,1,1,0,,0,0,0,0,,1,0,8
E08000019,Sheffield,,,101,,10,,2,0,0,0,0,,0,6,0,0,1,1,,3,28,4,21,5,,3,1,0,2,,1,0,0,1,,1,9,16
E06000051,Shropshire,,,49,,17,,1,0,2,0,1,,1,12,0,0,0,0,,0,6,5,5,2,,2,1,1,0,,0,0,0,0,,1,0,11
E06000039,Slough,,,175,,30,,0,0,1,0,2,,6,17,0,0,1,3,,10,69,5,15,0,,0,0,0,0,,3,1,0,2,,5,0,38
E08000029,Solihull,,,76,,5,,0,0,2,0,1,,0,2,0,0,0,0,,2,32,5,8,5,,1,0,1,0,,2,1,0,1,,1,0,15
E07000246,Somerset West and Taunton,,,53,,17,,1,0,0,0,0,,1,10,0,0,0,5,,3,10,5,6,0,,0,0,0,0,,0,0,0,0,,2,0,10
E07000012,South Cambridgeshire,,,32,,5,,0,0,0,0,0,,0,4,0,0,0,1,,1,10,6,3,0,,1,1,0,0,,0,0,0,0,,0,0,6
E07000039,South Derbyshire,,,20,,11,,0,1,0,0,1,,0,9,0,0,0,0,,0,3,0,3,1,,0,0,0,0,,0,0,0,0,,0,0,2
E06000025,South Gloucestershire,,,170,,40,,4,1,3,0,3,,0,23,0,2,1,3,,5,58,15,8,4,,13,3,3,7,,4,1,3,0,,0,0,23
E07000044,South Hams,,,103,,30,,13,0,1,1,1,,1,12,0,0,0,1,,3,10,7,1,0,,10,8,0,2,,0,0,0,0,,0,0,42
E07000140,South Holland,,,31,,9,,0,0,1,0,0,,0,6,1,0,0,1,,0,4,1,1,1,,2,2,0,0,,10,0,0,10,,0,0,3
E07000141,South Kesteven,,,27,,8,,0,0,1,0,0,,1,4,2,0,0,0,,0,2,4,6,0,,0,0,0,0,,0,0,0,0,,0,0,7
E07000031,South Lakeland,,,24,,3,,0,0,0,0,0,,0,0,1,0,1,1,,0,8,2,0,0,,0,0,0,0,,1,0,0,1,,0,0,10
E07000149,South Norfolk,,,10,,5,,0,0,1,0,0,,0,3,0,0,0,1,,2,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000155,South Northamptonshire,,,50,,7,,0,0,0,0,1,,0,4,0,0,0,2,,1,24,10,0,1,,0,0,0,0,,0,0,0,0,,1,0,6
E07000179,South Oxfordshire,,,71,,12,,0,1,1,0,2,,1,6,0,0,0,1,,7,21,4,10,3,,2,1,1,0,,0,0,0,0,,1,0,11
E07000126,South Ribble,,,120,,16,,4,0,3,1,4,,1,2,0,0,0,1,,4,42,12,17,2,,18,17,1,0,,4,1,3,0,,0,0,5
E07000189,South Somerset,,,43,,12,,0,0,2,0,0,,1,8,0,0,0,1,,1,3,5,1,0,,0,0,0,0,,0,0,0,0,,0,0,21
E07000196,South Staffordshire,,,4,,2,,0,0,0,0,0,,0,2,0,0,0,0,,0,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000023,South Tyneside,,,133,,18,,0,0,0,0,0,,0,16,0,1,0,1,,1,27,9,33,5,,7,2,1,4,,5,0,0,5,,2,4,22
E06000045,Southampton,,,100,,13,,0,0,1,2,1,,0,3,2,0,1,3,,0,49,5,9,2,,2,2,0,0,,0,0,0,0,,1,0,19
E06000033,Southend-on-Sea,,,160,,34,,0,1,1,0,6,,1,21,1,0,0,3,,4,66,7,10,3,,1,0,0,1,,1,0,1,0,,3,0,31
E09000028,Southwark,,,190,,38,,0,2,1,1,3,,3,9,0,1,0,18,,3,32,4,3,2,,10,9,0,1,,2,0,0,2,,0,0,96
E07000213,Spelthorne,,,52,,14,,0,0,1,1,0,,2,8,0,0,0,2,,2,19,2,3,0,,1,1,0,0,,1,0,0,1,,0,0,10
E07000240,St Albans,,,56,,13,,0,0,1,0,0,,1,11,0,0,0,0,,0,24,2,7,2,,0,0,0,0,,3,0,2,1,,2,0,3
E08000013,St. Helens,,,79,,5,,0,0,0,0,1,,0,4,0,0,0,0,,0,35,4,5,1,,3,1,1,1,,1,0,1,0,,1,0,24
E07000197,Stafford,,,4,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,2,0,0,0,,1,1,0,0,,0,0,0,0,,0,0,1
E07000198,Staffordshire Moorlands,,,26,,7,,0,0,0,0,0,,1,5,0,0,0,1,,3,4,4,3,1,,0,0,0,0,,0,0,0,0,,2,0,2
E07000243,Stevenage,,,51,,11,,0,0,1,0,2,,0,7,0,0,0,1,,3,23,1,5,1,,2,0,1,1,,1,0,0,1,,0,0,4
E08000007,Stockport,,,150,,29,,1,0,0,1,3,,0,18,0,0,1,5,,0,71,9,7,0,,2,0,0,2,,3,0,3,0,,3,0,26
E06000004,Stockton-on-Tees,,,318,,54,,5,1,11,0,12,,1,19,1,3,0,1,,2,93,47,36,22,,9,6,0,3,,6,1,5,0,,3,2,44
E06000021,Stoke-on-Trent,,,118,,23,,1,0,0,0,1,,0,17,0,1,0,3,,2,15,17,22,7,,0,0,0,0,,0,0,0,0,,1,2,29
E07000221,Stratford-on-Avon,,,53,,9,,0,0,1,0,1,,0,6,0,0,0,1,,3,13,1,1,3,,14,14,0,0,,0,0,0,0,,0,0,9
E07000082,Stroud,,,23,,8,,0,0,0,0,0,,0,6,0,0,0,2,,0,8,1,2,0,,0,0,0,0,,0,0,0,0,,0,0,4
E08000024,Sunderland,,,79,,17,,1,1,0,1,0,,0,6,0,0,0,8,,0,21,5,1,6,,2,0,1,1,,5,2,2,1,,2,4,16
E07000214,Surrey Heath,,,4,,3,,0,0,0,0,0,,0,2,0,0,0,1,,0,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E09000029,Sutton,,,102,,28,,1,0,0,0,2,,1,20,0,1,0,3,,7,47,6,4,3,,2,1,1,0,,1,0,0,1,,0,0,4
E07000113,Swale,,,94,,15,,1,0,0,2,1,,0,8,0,0,0,3,,2,39,12,7,0,,5,4,1,0,,2,0,0,2,,2,0,10
E06000030,Swindon,,,67,,10,,0,0,0,0,2,,0,7,0,0,0,1,,3,5,0,10,1,,4,3,1,0,,1,0,1,0,,3,0,30
E08000008,Tameside,,,109,,31,,1,0,1,0,4,,1,22,2,0,0,0,,2,31,5,2,5,,4,1,0,3,,2,0,1,1,,2,12,13
E07000199,Tamworth,,,24,,8,,0,0,1,0,2,,0,3,0,0,1,1,,0,3,3,3,0,,2,1,0,1,,0,0,0,0,,0,0,5
E07000215,Tandridge,,,30,,7,,1,0,0,0,1,,0,5,0,0,0,0,,0,8,5,6,2,,0,0,0,0,,0,0,0,0,,0,0,2
E07000045,Teignbridge,,,158,,34,,8,0,3,0,6,,2,9,1,0,2,3,,6,26,13,7,1,,21,19,1,1,,6,1,4,1,,3,0,41
E06000020,Telford and Wrekin,,,136,,15,,2,1,0,0,2,,0,7,1,0,0,2,,0,31,9,19,1,,2,0,2,0,,3,0,3,0,,5,0,51
E07000076,Tendring,,,54,,18,,5,1,0,1,0,,2,8,0,0,0,1,,0,17,2,7,0,,1,1,0,0,,1,0,0,1,,0,0,8
E07000093,Test Valley,,,54,,9,,0,0,3,0,1,,0,5,0,0,0,0,,3,19,8,3,0,,2,2,0,0,,2,0,1,1,,0,0,8
E07000083,Tewkesbury,,,47,,8,,0,0,1,0,1,,0,6,0,0,0,0,,2,20,3,4,1,,1,1,0,0,,0,0,0,0,,0,0,8
E07000114,Thanet,,,150,,92,,21,0,11,6,19,,8,19,1,0,0,7,,2,17,8,4,0,,1,1,0,0,,0,0,0,0,,0,0,26
E07000102,Three Rivers,,,47,,12,,1,0,1,1,1,,0,6,0,0,0,2,,2,24,2,3,0,,1,1,0,0,,0,0,0,0,,0,0,3
E06000034,Thurrock,,,66,,6,,2,0,1,0,0,,0,3,0,0,0,0,,2,23,5,11,1,,1,1,0,0,,1,0,0,1,,2,0,14
E07000115,Tonbridge and Malling,,,23,,8,,0,0,0,0,0,,1,7,0,0,0,0,,2,3,1,3,1,,1,0,0,1,,0,0,0,0,,0,0,4
E06000027,Torbay,,,49,,20,,0,0,0,0,6,,1,9,1,0,0,3,,2,7,3,1,2,,1,1,0,0,,1,0,1,0,,0,0,12
E07000046,Torridge,,,44,,7,,0,0,0,0,2,,2,1,0,0,0,2,,2,7,6,7,0,,1,1,0,0,,6,0,1,5,,1,0,7
E09000030,Tower Hamlets,,,183,,13,,1,0,0,0,1,,0,7,0,1,1,2,,2,92,6,13,0,,15,12,1,2,,2,1,0,1,,2,0,38
E08000009,Trafford,,,103,,8,,0,0,2,0,0,,0,6,0,0,0,0,,1,40,7,9,1,,2,0,2,0,,4,1,1,2,,5,5,21
E07000116,Tunbridge Wells,,,86,,18,,0,0,0,0,8,,0,6,0,1,0,3,,1,30,11,9,1,,2,0,0,2,,0,0,0,0,,2,0,12
E07000077,Uttlesford,,,12,,5,,0,0,0,0,0,,1,2,0,0,0,2,,1,1,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,3
E07000180,Vale of White Horse,,,65,,4,,0,0,0,0,0,,0,4,0,0,0,0,,2,30,9,9,2,,0,0,0,0,,0,0,0,0,,0,0,9
E08000036,Wakefield,,,205,,27,,3,0,2,0,0,,4,3,0,0,14,1,,2,59,28,24,10,,8,1,1,6,,20,1,16,3,,17,1,9
E08000030,Walsall,,,77,,9,,0,0,0,0,0,,0,7,1,0,0,1,,1,27,1,12,2,,2,2,0,0,,2,0,1,1,,1,4,16
E09000031,Waltham Forest,,,251,,51,,2,0,2,1,0,,1,33,1,1,0,10,,6,122,6,8,4,,2,0,0,2,,3,0,1,2,,3,0,46
E09000032,Wandsworth,,,77,,11,,0,0,0,0,0,,0,9,0,0,0,2,,2,31,3,7,1,,1,0,0,1,,0,0,0,0,,0,0,21
E06000007,Warrington,,,255,,23,,0,0,1,0,0,,0,16,0,4,0,2,,8,102,30,29,6,,4,1,1,2,,10,1,3,6,,4,0,39
E07000222,Warwick,,,10,,2,,0,0,0,0,0,,0,2,0,0,0,0,,0,4,0,2,1,,0,0,0,0,,0,0,0,0,,0,0,1
E07000103,Watford,,,42,,11,,2,0,0,0,0,,0,6,0,0,0,3,,2,19,2,1,0,,1,1,0,0,,0,0,0,0,,0,0,6
E07000216,Waverley,,,34,,8,,2,0,0,0,2,,0,3,0,0,0,1,,0,11,2,3,1,,0,0,0,0,,1,0,0,1,,0,0,8
E07000065,Wealden,,,70,,12,,1,0,1,1,0,,1,5,0,0,1,2,,2,17,14,7,1,,1,1,0,0,,0,0,0,0,,1,0,15
E07000156,Wellingborough,,,38,,6,,1,0,0,0,2,,0,3,0,0,0,0,,1,21,2,2,2,,0,0,0,0,,0,0,0,0,,0,0,4
E07000241,Welwyn Hatfield,,,120,,9,,0,0,0,1,2,,0,4,0,1,0,1,,7,51,12,5,2,,7,3,0,4,,4,0,1,3,,1,0,22
E06000037,West Berkshire,,,40,,5,,0,0,0,0,1,,0,1,0,0,0,3,,0,12,7,3,2,,3,1,0,2,,2,2,0,0,,0,0,6
E07000047,West Devon,,,72,,17,,1,0,0,0,6,,0,7,0,0,0,3,,1,8,4,3,0,,12,11,0,1,,1,0,0,1,,1,0,25
E07000127,West Lancashire,,,11,,2,,0,0,1,0,0,,1,0,0,0,0,0,,0,5,0,2,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000142,West Lindsey,,,51,,10,,1,0,1,0,0,,0,3,1,0,1,3,,0,11,10,1,2,,7,6,1,0,,2,0,0,2,,0,0,8
E07000181,West Oxfordshire,,,36,,9,,1,0,0,0,0,,0,7,0,0,0,1,,1,15,3,0,0,,0,0,0,0,,0,0,0,0,,0,0,8
E07000245,West Suffolk,,,55,,10,,1,0,0,0,1,,1,4,0,0,0,3,,0,8,5,6,0,,8,7,0,1,,0,0,0,0,,0,0,18
E09000033,Westminster,,,87,,67,,2,3,2,2,3,,0,35,1,4,0,15,,4,5,1,3,0,,4,2,2,0,,0,0,0,0,,0,0,3
E08000010,Wigan,,,123,,15,,1,0,4,0,2,,0,6,0,0,0,2,,1,47,13,13,0,,1,0,1,0,,1,0,1,0,,0,7,25
E06000054,Wiltshire,,,231,,58,,1,0,1,1,4,,0,45,0,0,2,4,,13,74,14,15,0,,11,5,1,5,,8,0,7,1,,1,0,37
E07000094,Winchester,,,26,,9,,1,0,1,0,0,,0,3,0,0,0,4,,0,9,2,1,1,,0,0,0,0,,2,0,1,1,,0,0,2
E06000040,Windsor and Maidenhead,,,60,,12,,0,0,1,0,0,,0,9,1,0,0,1,,1,26,6,4,0,,2,2,0,0,,1,0,0,1,,0,0,8
E08000015,Wirral,,,77,,25,,2,1,3,0,1,,0,15,2,0,0,1,,5,16,7,5,5,,2,2,0,0,,2,0,1,1,,0,0,10
E07000217,Woking,,,44,,8,,0,0,0,0,2,,0,3,0,0,0,3,,3,9,5,2,2,,0,0,0,0,,2,0,0,2,,0,0,13
E06000041,Wokingham,,,40,,14,,1,0,0,0,0,,1,11,0,0,0,1,,1,11,3,2,2,,2,2,0,0,,0,0,0,0,,0,0,5
E08000031,Wolverhampton,,,151,,29,,1,1,1,1,3,,0,19,0,2,1,0,,4,57,14,4,9,,12,11,0,1,,2,0,0,2,,3,6,11
E07000237,Worcester,,,79,,20,,1,0,2,2,0,,0,13,0,0,0,2,,0,37,5,3,4,,2,1,1,0,,2,0,1,1,,0,0,6
E07000229,Worthing,,,31,,8,,0,0,0,0,0,,0,5,0,0,0,3,,0,6,2,0,1,,0,0,0,0,,2,1,0,1,,0,0,12
E07000238,Wychavon,,,51,,13,,1,0,0,0,0,,0,7,0,0,0,5,,0,18,5,6,0,,2,0,1,1,,0,0,0,0,,0,0,7
E07000128,Wyre,,,64,,11,,2,0,0,0,1,,1,4,1,0,1,1,,0,10,10,9,1,,1,1,0,0,,1,0,0,1,,2,0,19
E07000239,Wyre Forest,,,35,,6,,2,1,0,0,1,,0,2,0,0,0,0,,0,9,3,9,1,,4,1,2,1,,0,0,0,0,,0,0,3
E06000014,York,,,125,,23,,3,0,1,0,4,,0,8,0,0,1,6,,3,61,8,6,2,,3,0,3,0,,2,0,1,1,,5,0,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"The outcome of the assessment whether the applicant is homeless or threatened with homelessness and what, if any, duty is owed to them by the local authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Totals include Brighton and Hove, Dartford, Harrogate, Hounslow, Lewes who did not provide accurate data this quarter but have provided figures in previous quarters. These values were used to derive estimates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Notice to end an Assured Shorthold Tenancy (AST) which expires within 56 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
